rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source
76,2026-05-13,2026,Lourdes Gurriel Jr.,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,890,DraftKings,10.10,41.25,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Lourdes Gurriel Jr."",""player_key"":""lourdes gurriel"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""890"",""book"":""DraftKings"",""consensus_odds"":""760"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+890 | FanDuel:+820 | Caesars:+700 | BetMGM:+650"",""raw_books_seen"":""DraftKings:+890 | FanDuel:+820 | Caesars:+700 | BetMGM:+650 | DraftKings:+890"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals
77,2026-05-13,2026,Mauricio Dubón,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,890,DraftKings,10.10,41.25,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Mauricio Dubón"",""player_key"":""mauricio dubon"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""890"",""book"":""DraftKings"",""consensus_odds"":""840"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+890 | FanDuel:+880 | BetMGM:+800 | Caesars:+750"",""raw_books_seen"":""DraftKings:+890 | FanDuel:+880 | BetMGM:+800 | Caesars:+750 | DraftKings:+890"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
78,2026-05-13,2026,TJ Friedl,,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,home,1,Jake Irvin,Jake Irvin,Jake Irvin,663623,R,Jake Irvin,663623,Nick Lodolo,666157,880,FanDuel,10.20,41.21,missing,,,,,,,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,"{""player"":""TJ Friedl"",""player_key"":""tj friedl"",""team"":""Cincinnati Reds"",""team_key"":""cincinnati reds"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""880"",""book"":""FanDuel"",""consensus_odds"":""750"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+880 | DraftKings:+800 | Caesars:+700 | BetMGM:+650"",""raw_books_seen"":""FanDuel:+880 | DraftKings:+800 | Caesars:+700 | BetMGM:+650 | FanDuel:+880"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Washington Nationals,probable,8,39.7,5.22,1.36,4.43,9.24,4.02,9.30,3.63,1.13,54.26,NEUTRAL,54.26,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals
79,2026-05-13,2026,Keibert Ruiz,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,880,FanDuel,10.20,41.21,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""Keibert Ruiz"",""player_key"":""keibert ruiz"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""880"",""book"":""FanDuel"",""consensus_odds"":""765"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+880 | DraftKings:+830 | Caesars:+700 | BetMGM:+600"",""raw_books_seen"":""FanDuel:+880 | DraftKings:+830 | Caesars:+700 | BetMGM:+600"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals
80,2026-05-13,2026,Miguel Andujar,,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,away,0,Jacob Misiorowski,Jacob Misiorowski,Jacob Misiorowski,694819,R,Jacob Misiorowski,694819,Michael King,650633,880,FanDuel,10.20,41.21,missing,,,,,,,San Diego Padres,San Diego Padres @ Milwaukee Brewers,"{""player"":""Miguel Andujar"",""player_key"":""miguel andujar"",""team"":""San Diego Padres"",""team_key"":""san diego padres"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""880"",""book"":""FanDuel"",""consensus_odds"":""810"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+880 | DraftKings:+870 | Caesars:+750 | BetMGM:+725"",""raw_books_seen"":""FanDuel:+880 | DraftKings:+870 | Caesars:+750 | BetMGM:+725"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Milwaukee Brewers,probable,8,44.0,2.45,0.95,2.33,8.66,1.56,14.32,3.48,0.82,13.01,AVOID,13.01,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,8.0,2.0,MATCH,the_odds_api_totals
81,2026-05-13,2026,Brooks Lee,,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,home,1,Max Meyer,Max Meyer,Max Meyer,676974,R,Max Meyer,676974,Simeon Woods Richardson,680573,880,FanDuel,10.20,41.21,missing,,,,,,,Minnesota Twins,Miami Marlins @ Minnesota Twins,"{""player"":""Brooks Lee"",""player_key"":""brooks lee"",""team"":""Minnesota Twins"",""team_key"":""minnesota twins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""880"",""book"":""FanDuel"",""consensus_odds"":""853"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+880 | BetMGM:+875 | DraftKings:+830 | Caesars:+750"",""raw_books_seen"":""FanDuel:+880 | BetMGM:+875 | DraftKings:+830 | Caesars:+750"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Miami Marlins,probable,8,42.0,2.79,1.10,3.55,8.62,1.06,9.64,3.21,0.43,11.89,AVOID,11.89,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals
82,2026-05-13,2026,Owen Caissie,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Simeon Woods Richardson,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,850,BetMGM,10.53,41.06,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Owen Caissie"",""player_key"":""owen caissie"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""850"",""book"":""BetMGM"",""consensus_odds"":""573"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+850 | Caesars:+575 | FanDuel:+570 | DraftKings:+536"",""raw_books_seen"":""BetMGM:+850 | Caesars:+575 | FanDuel:+570 | DraftKings:+536 | BetMGM:+850"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,8,39.0,6.92,1.72,6.60,8.22,8.78,4.38,3.69,1.85,93.63,ATTACK,93.63,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals
83,2026-05-13,2026,Otto Lopez,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Simeon Woods Richardson,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,850,BetMGM,10.53,41.06,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Otto Lopez"",""player_key"":""otto lopez"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""850"",""book"":""BetMGM"",""consensus_odds"":""608"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+850 | Caesars:+625 | FanDuel:+590 | DraftKings:+588"",""raw_books_seen"":""BetMGM:+850 | Caesars:+625 | FanDuel:+590 | DraftKings:+588 | BetMGM:+850"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,8,39.0,6.92,1.72,6.60,8.22,8.78,4.38,3.69,1.85,93.63,ATTACK,93.63,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals
84,2026-05-13,2026,Carlos Narváez,,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Pre-Game,Fenway Park,home,1,Andrew Painter,Andrew Painter,Andrew Painter,691725,R,Andrew Painter,691725,Sonny Gray,543243,850,Caesars,10.53,41.06,missing,,,,,,,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Carlos Narváez"",""player_key"":""carlos narvaez"",""team"":""Boston Red Sox"",""team_key"":""boston red sox"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""850"",""book"":""Caesars"",""consensus_odds"":""728"",""trusted_books_count"":""4"",""trusted_books"":""Caesars:+850 | BetMGM:+775 | DraftKings:+680 | FanDuel:+650"",""raw_books_seen"":""DraftKings:+1040 | FanDuel:+1040 | Caesars:+850 | BetMGM:+775 | BetMGM:+725 | Caesars:+700 | DraftKings:+680 | FanDuel:+650 | DraftKings:+1040"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Philadelphia Phillies,probable,6,32.7,6.89,1.71,5.29,8.44,10.05,8.27,3.31,1.65,86.72,ATTACK,86.72,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH,7.8,0.0,MATCH,the_odds_api_totals
85,2026-05-13,2026,Bo Bichette,,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Pre-Game,Citi Field,home,1,Framber Valdez,Framber Valdez,Framber Valdez,664285,L,Framber Valdez,664285,Christian Scott,681035,850,DraftKings,10.53,41.06,missing,,,,,,,New York Mets,Detroit Tigers @ New York Mets,"{""player"":""Bo Bichette"",""player_key"":""bo bichette"",""team"":""New York Mets"",""team_key"":""new york mets"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""850"",""book"":""DraftKings"",""consensus_odds"":""745"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+850 | FanDuel:+790 | Caesars:+700 | BetMGM:+675"",""raw_books_seen"":""DraftKings:+850 | FanDuel:+790 | Caesars:+700 | BetMGM:+675 | DraftKings:+850"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Detroit Tigers,probable,8,43.3,4.57,1.41,4.84,7.88,7.43,7.27,3.12,1.04,59.25,LIVE,59.25,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,7.5,0.0,MATCH,the_odds_api_totals
86,2026-05-13,2026,Isaac Collins,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,850,BetMGM,10.53,41.06,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Isaac Collins"",""player_key"":""isaac collins"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""850"",""book"":""BetMGM"",""consensus_odds"":""785"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+850 | DraftKings:+810 | FanDuel:+760 | Caesars:+750"",""raw_books_seen"":""BetMGM:+850 | DraftKings:+810 | FanDuel:+760 | Caesars:+750"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals
87,2026-05-13,2026,Nolan Arenado,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,840,DraftKings,10.64,41.01,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Nolan Arenado"",""player_key"":""nolan arenado"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""840"",""book"":""DraftKings"",""consensus_odds"":""745"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+840 | FanDuel:+790 | Caesars:+700 | BetMGM:+600"",""raw_books_seen"":""DraftKings:+840 | FanDuel:+790 | Caesars:+700 | BetMGM:+600 | DraftKings:+840"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals
88,2026-05-13,2026,Edouard Julien,,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Pre-Game,PNC Park,away,0,Mitch Keller,Mitch Keller,Mitch Keller,656605,R,Mitch Keller,656605,Jose Quintana,500779,830,DraftKings,10.75,40.96,missing,,,,,,,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Edouard Julien"",""player_key"":""edouard julien"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""830"",""book"":""DraftKings"",""consensus_odds"":""810"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+830 | FanDuel:+820 | BetMGM:+800 | Caesars:+750"",""raw_books_seen"":""DraftKings:+830 | FanDuel:+820 | BetMGM:+800 | Caesars:+750 | DraftKings:+830"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Pittsburgh Pirates,probable,8,47.0,2.87,1.04,4.10,9.79,3.00,6.70,2.68,0.38,15.79,AVOID,15.79,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,8.0,2.0,MATCH,the_odds_api_totals
89,2026-05-13,2026,Daylen Lile,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,820,FanDuel,10.87,40.91,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""Daylen Lile"",""player_key"":""daylen lile"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""820"",""book"":""FanDuel"",""consensus_odds"":""755"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+820 | DraftKings:+810 | Caesars:+700 | BetMGM:+600"",""raw_books_seen"":""FanDuel:+820 | DraftKings:+810 | Caesars:+700 | BetMGM:+600"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals
90,2026-05-13,2026,Marcelo Mayer,,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Pre-Game,Fenway Park,home,1,Andrew Painter,Andrew Painter,Andrew Painter,691725,R,Andrew Painter,691725,Sonny Gray,543243,820,FanDuel,10.87,40.91,missing,,,,,,,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Marcelo Mayer"",""player_key"":""marcelo mayer"",""team"":""Boston Red Sox"",""team_key"":""boston red sox"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""820"",""book"":""FanDuel"",""consensus_odds"":""760"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+820 | DraftKings:+820 | Caesars:+700 | BetMGM:+525"",""raw_books_seen"":""FanDuel:+820 | FanDuel:+820 | DraftKings:+820 | DraftKings:+710 | Caesars:+700 | Caesars:+625 | BetMGM:+525 | BetMGM:+525"",""removed_outliers"":""4"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Philadelphia Phillies,probable,6,32.7,6.89,1.71,5.29,8.44,10.05,8.27,3.31,1.65,86.72,ATTACK,86.72,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH,7.8,0.0,MATCH,the_odds_api_totals
91,2026-05-13,2026,Trea Turner,,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Pre-Game,Fenway Park,away,0,Sonny Gray,Sonny Gray,Sonny Gray,543243,R,Sonny Gray,543243,Andrew Painter,691725,820,DraftKings,10.87,40.91,missing,,,,,,,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Trea Turner"",""player_key"":""trea turner"",""team"":""Philadelphia Phillies"",""team_key"":""philadelphia phillies"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""820"",""book"":""DraftKings"",""consensus_odds"":""760"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+820 | FanDuel:+820 | Caesars:+700 | BetMGM:+650"",""raw_books_seen"":""DraftKings:+820 | FanDuel:+820 | Caesars:+700 | BetMGM:+650 | DraftKings:+820"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Boston Red Sox,probable,6,28.0,3.54,1.29,5.05,7.95,4.63,4.82,2.25,0.96,44.83,NEUTRAL,44.83,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH,7.8,0.0,MATCH,the_odds_api_totals
92,2026-05-13,2026,Bryan Reynolds,,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Pre-Game,PNC Park,home,1,Jose Quintana,Jose Quintana,Jose Quintana,500779,L,Jose Quintana,500779,Mitch Keller,656605,800,BetMGM,11.11,40.80,missing,,,,,,,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Bryan Reynolds"",""player_key"":""bryan reynolds"",""team"":""Pittsburgh Pirates"",""team_key"":""pittsburgh pirates"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""800"",""book"":""BetMGM"",""consensus_odds"":""640"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+800 | DraftKings:+650 | FanDuel:+630 | Caesars:+625"",""raw_books_seen"":""BetMGM:+800 | DraftKings:+650 | FanDuel:+630 | Caesars:+625 | BetMGM:+800"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Colorado Rockies,probable,6,30.0,3.90,1.33,6.08,8.73,2.12,4.20,3.90,1.50,59.23,LIVE,59.23,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,8.0,2.0,MATCH,the_odds_api_totals
