stack_id,game,stack_size,stack_type,players,teams,pitcher,odds,avg_correlation_score,avg_environment_score,avg_pitcher_collapse_score,avg_batter_power_score,avg_vegas_total,avg_weather_boost,lineup_correlation_bonus,same_team_bonus,environment_bonus,stack_score,stack_grade,payout_profile
Washington Nationals @ Cincinnati Reds | 2 MAN | Brady House + Nasim Nuñez,Washington Nationals @ Cincinnati Reds,2,TEAMMATE_HR_STACK,Brady House + Nasim Nuñez,Washington Nationals,Nick Lodolo,Brady House | Nasim Nuñez,48.58,34.00,74.32,37.90,,,2.00,7.00,0.00,52.86,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 3 MAN | Tyler Soderstrom + Zack Gelof + Jeff McNeil,St. Louis Cardinals @ Athletics,3,TEAMMATE_HR_STACK,Tyler Soderstrom + Zack Gelof + Jeff McNeil,Athletics,Matthew Liberatore,Tyler Soderstrom | Zack Gelof | Jeff McNeil,48.61,34.00,73.97,38.28,,,2.00,7.00,0.00,52.86,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 3 MAN | Tyler Soderstrom + Colby Thomas + Jeff McNeil,St. Louis Cardinals @ Athletics,3,TEAMMATE_HR_STACK,Tyler Soderstrom + Colby Thomas + Jeff McNeil,Athletics,Matthew Liberatore,Tyler Soderstrom | Colby Thomas | Jeff McNeil,48.63,34.00,73.83,38.44,,,2.00,7.00,0.00,52.86,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 4 MAN | Nick Kurtz + Brent Rooker + Jeff McNeil + Darell Hernaiz,St. Louis Cardinals @ Athletics,4,TEAMMATE_HR_STACK,Nick Kurtz + Brent Rooker + Jeff McNeil + Darell Hernaiz,Athletics,Matthew Liberatore,Nick Kurtz | Brent Rooker | Jeff McNeil | Darell Hernaiz,48.59,34.00,74.13,38.09,,,2.00,7.00,0.00,52.86,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 4 MAN | Brent Rooker + Zack Gelof + Colby Thomas + Jeff McNeil,St. Louis Cardinals @ Athletics,4,TEAMMATE_HR_STACK,Brent Rooker + Zack Gelof + Colby Thomas + Jeff McNeil,Athletics,Matthew Liberatore,Brent Rooker | Zack Gelof | Colby Thomas | Jeff McNeil,48.65,34.00,73.59,38.72,,,2.00,7.00,0.00,52.86,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Moisés Ballesteros + Michael Busch + Alex Bregman + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Moisés Ballesteros + Michael Busch + Alex Bregman + Nico Hoerner,Chicago Cubs,JR Ritchie,Moisés Ballesteros | Michael Busch | Alex Bregman | Nico Hoerner,48.46,34.00,75.21,36.86,,,2.00,7.00,0.00,52.86,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Seiya Suzuki + Dansby Swanson + Alex Bregman + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Seiya Suzuki + Dansby Swanson + Alex Bregman + Nico Hoerner,Chicago Cubs,JR Ritchie,Seiya Suzuki | Dansby Swanson | Alex Bregman | Nico Hoerner,48.49,34.00,75.03,37.09,,,2.00,7.00,0.00,52.86,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 4 MAN | Corey Seager + Brandon Nimmo + Jake Burger + Joc Pederson,Arizona Diamondbacks @ Texas Rangers,4,TEAMMATE_HR_STACK,Corey Seager + Brandon Nimmo + Jake Burger + Joc Pederson,Texas Rangers,Ryne Nelson,Corey Seager | Brandon Nimmo | Jake Burger | Joc Pederson,48.58,34.00,74.20,38.01,,,2.00,7.00,0.00,52.86,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 3 MAN | Ian Happ + Michael Busch + Nico Hoerner,Chicago Cubs @ Atlanta Braves,3,TEAMMATE_HR_STACK,Ian Happ + Michael Busch + Nico Hoerner,Chicago Cubs,JR Ritchie,Ian Happ | Michael Busch | Nico Hoerner,48.41,34.00,75.53,36.47,,,2.00,7.00,0.00,52.85,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Ian Happ + Alex Bregman + Carson Kelly + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Ian Happ + Alex Bregman + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,Ian Happ | Alex Bregman | Carson Kelly | Nico Hoerner,48.47,34.00,75.07,37.01,,,2.00,7.00,0.00,52.85,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Moisés Ballesteros + Michael Busch + Carson Kelly + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Moisés Ballesteros + Michael Busch + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,Moisés Ballesteros | Michael Busch | Carson Kelly | Nico Hoerner,48.45,34.00,75.19,36.85,,,2.00,7.00,0.00,52.85,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Seiya Suzuki + Dansby Swanson + Carson Kelly + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Seiya Suzuki + Dansby Swanson + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,Seiya Suzuki | Dansby Swanson | Carson Kelly | Nico Hoerner,48.48,34.00,75.01,37.07,,,2.00,7.00,0.00,52.85,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 3 MAN | Corey Seager + Brandon Nimmo + Evan Carter,Arizona Diamondbacks @ Texas Rangers,3,TEAMMATE_HR_STACK,Corey Seager + Brandon Nimmo + Evan Carter,Texas Rangers,Ryne Nelson,Corey Seager | Brandon Nimmo | Evan Carter,48.57,34.00,74.19,37.99,,,2.00,7.00,0.00,52.85,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 3 MAN | Corey Seager + Josh Jung + Jake Burger,Arizona Diamondbacks @ Texas Rangers,3,TEAMMATE_HR_STACK,Corey Seager + Josh Jung + Jake Burger,Texas Rangers,Ryne Nelson,Corey Seager | Josh Jung | Jake Burger,48.58,34.00,74.12,38.09,,,2.00,7.00,0.00,52.85,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 4 MAN | Brent Rooker + Zack Gelof + Colby Thomas + Darell Hernaiz,St. Louis Cardinals @ Athletics,4,TEAMMATE_HR_STACK,Brent Rooker + Zack Gelof + Colby Thomas + Darell Hernaiz,Athletics,Matthew Liberatore,Brent Rooker | Zack Gelof | Colby Thomas | Darell Hernaiz,48.70,34.00,72.97,39.33,,,2.00,7.00,0.00,52.84,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Dansby Swanson + Pete Crow-Armstrong + Michael Busch + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Dansby Swanson + Pete Crow-Armstrong + Michael Busch + Nico Hoerner,Chicago Cubs,JR Ritchie,Dansby Swanson | Pete Crow-Armstrong | Michael Busch | Nico Hoerner,48.43,34.00,75.25,36.74,,,2.00,7.00,0.00,52.84,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 3 MAN | Corey Seager + Josh Jung + Joc Pederson,Arizona Diamondbacks @ Texas Rangers,3,TEAMMATE_HR_STACK,Corey Seager + Josh Jung + Joc Pederson,Texas Rangers,Ryne Nelson,Corey Seager | Josh Jung | Joc Pederson,48.57,34.00,74.07,38.10,,,2.00,7.00,0.00,52.84,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 3 MAN | Tyler Soderstrom + Zack Gelof + Darell Hernaiz,St. Louis Cardinals @ Athletics,3,TEAMMATE_HR_STACK,Tyler Soderstrom + Zack Gelof + Darell Hernaiz,Athletics,Matthew Liberatore,Tyler Soderstrom | Zack Gelof | Darell Hernaiz,48.67,34.00,73.15,39.10,,,2.00,7.00,0.00,52.83,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 3 MAN | Tyler Soderstrom + Colby Thomas + Darell Hernaiz,St. Louis Cardinals @ Athletics,3,TEAMMATE_HR_STACK,Tyler Soderstrom + Colby Thomas + Darell Hernaiz,Athletics,Matthew Liberatore,Tyler Soderstrom | Colby Thomas | Darell Hernaiz,48.69,34.00,73.01,39.26,,,2.00,7.00,0.00,52.83,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 2 MAN | Brandon Nimmo + Josh Jung,Arizona Diamondbacks @ Texas Rangers,2,TEAMMATE_HR_STACK,Brandon Nimmo + Josh Jung,Texas Rangers,Ryne Nelson,Brandon Nimmo | Josh Jung,48.61,34.00,73.61,38.58,,,2.00,7.00,0.00,52.83,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 3 MAN | Corey Seager + Brandon Nimmo + Ezequiel Duran,Arizona Diamondbacks @ Texas Rangers,3,TEAMMATE_HR_STACK,Corey Seager + Brandon Nimmo + Ezequiel Duran,Texas Rangers,Ryne Nelson,Corey Seager | Brandon Nimmo | Ezequiel Duran,48.56,34.00,74.02,38.11,,,2.00,7.00,0.00,52.83,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 3 MAN | Brent Rooker + Colby Thomas + Jeff McNeil,St. Louis Cardinals @ Athletics,3,TEAMMATE_HR_STACK,Brent Rooker + Colby Thomas + Jeff McNeil,Athletics,Matthew Liberatore,Brent Rooker | Colby Thomas | Jeff McNeil,48.57,34.00,73.80,38.29,,,2.00,7.00,0.00,52.82,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Seiya Suzuki + Pete Crow-Armstrong + Alex Bregman + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Seiya Suzuki + Pete Crow-Armstrong + Alex Bregman + Nico Hoerner,Chicago Cubs,JR Ritchie,Seiya Suzuki | Pete Crow-Armstrong | Alex Bregman | Nico Hoerner,48.44,34.00,74.93,37.03,,,2.00,7.00,0.00,52.82,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 3 MAN | Corey Seager + Jake Burger + Joc Pederson,Arizona Diamondbacks @ Texas Rangers,3,TEAMMATE_HR_STACK,Corey Seager + Jake Burger + Joc Pederson,Texas Rangers,Ryne Nelson,Corey Seager | Jake Burger | Joc Pederson,48.52,34.00,74.26,37.79,,,2.00,7.00,0.00,52.82,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 3 MAN | Brent Rooker + Zack Gelof + Jeff McNeil,St. Louis Cardinals @ Athletics,3,TEAMMATE_HR_STACK,Brent Rooker + Zack Gelof + Jeff McNeil,Athletics,Matthew Liberatore,Brent Rooker | Zack Gelof | Jeff McNeil,48.55,34.00,73.94,38.13,,,2.00,7.00,0.00,52.81,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 3 MAN | Moisés Ballesteros + Pete Crow-Armstrong + Nico Hoerner,Chicago Cubs @ Atlanta Braves,3,TEAMMATE_HR_STACK,Moisés Ballesteros + Pete Crow-Armstrong + Nico Hoerner,Chicago Cubs,JR Ritchie,Moisés Ballesteros | Pete Crow-Armstrong | Nico Hoerner,48.36,34.00,75.47,36.39,,,2.00,7.00,0.00,52.81,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Seiya Suzuki + Pete Crow-Armstrong + Carson Kelly + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Seiya Suzuki + Pete Crow-Armstrong + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,Seiya Suzuki | Pete Crow-Armstrong | Carson Kelly | Nico Hoerner,48.43,34.00,74.91,37.02,,,2.00,7.00,0.00,52.81,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 4 MAN | Corey Seager + Brandon Nimmo + Josh Jung + Evan Carter,Arizona Diamondbacks @ Texas Rangers,4,TEAMMATE_HR_STACK,Corey Seager + Brandon Nimmo + Josh Jung + Evan Carter,Texas Rangers,Ryne Nelson,Corey Seager | Brandon Nimmo | Josh Jung | Evan Carter,48.54,34.00,73.94,38.11,,,2.00,7.00,0.00,52.81,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Moisés Ballesteros + Alex Bregman + Carson Kelly + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Moisés Ballesteros + Alex Bregman + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,Moisés Ballesteros | Alex Bregman | Carson Kelly | Nico Hoerner,48.41,34.00,74.97,36.90,,,2.00,7.00,0.00,52.80,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 2 MAN | Tyler Soderstrom + Jeff McNeil,St. Louis Cardinals @ Athletics,2,TEAMMATE_HR_STACK,Tyler Soderstrom + Jeff McNeil,Athletics,Matthew Liberatore,Tyler Soderstrom | Jeff McNeil,48.45,34.00,74.48,37.42,,,2.00,7.00,0.00,52.79,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 3 MAN | Brent Rooker + Zack Gelof + Darell Hernaiz,St. Louis Cardinals @ Athletics,3,TEAMMATE_HR_STACK,Brent Rooker + Zack Gelof + Darell Hernaiz,Athletics,Matthew Liberatore,Brent Rooker | Zack Gelof | Darell Hernaiz,48.61,34.00,73.12,38.95,,,2.00,7.00,0.00,52.79,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 3 MAN | Brent Rooker + Colby Thomas + Darell Hernaiz,St. Louis Cardinals @ Athletics,3,TEAMMATE_HR_STACK,Brent Rooker + Colby Thomas + Darell Hernaiz,Athletics,Matthew Liberatore,Brent Rooker | Colby Thomas | Darell Hernaiz,48.63,34.00,72.98,39.11,,,2.00,7.00,0.00,52.79,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 3 MAN | Ian Happ + Alex Bregman + Nico Hoerner,Chicago Cubs @ Atlanta Braves,3,TEAMMATE_HR_STACK,Ian Happ + Alex Bregman + Nico Hoerner,Chicago Cubs,JR Ritchie,Ian Happ | Alex Bregman | Nico Hoerner,48.36,34.00,75.25,36.54,,,2.00,7.00,0.00,52.79,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Seiya Suzuki + Michael Busch + Alex Bregman + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Seiya Suzuki + Michael Busch + Alex Bregman + Nico Hoerner,Chicago Cubs,JR Ritchie,Seiya Suzuki | Michael Busch | Alex Bregman | Nico Hoerner,48.41,34.00,74.88,36.98,,,2.00,7.00,0.00,52.79,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Dansby Swanson + Pete Crow-Armstrong + Alex Bregman + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Dansby Swanson + Pete Crow-Armstrong + Alex Bregman + Nico Hoerner,Chicago Cubs,JR Ritchie,Dansby Swanson | Pete Crow-Armstrong | Alex Bregman | Nico Hoerner,48.39,34.00,75.03,36.80,,,2.00,7.00,0.00,52.79,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 2 MAN | Brandon Nimmo + Jake Burger,Arizona Diamondbacks @ Texas Rangers,2,TEAMMATE_HR_STACK,Brandon Nimmo + Jake Burger,Texas Rangers,Ryne Nelson,Brandon Nimmo | Jake Burger,48.53,34.00,73.89,38.10,,,2.00,7.00,0.00,52.79,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 4 MAN | Corey Seager + Brandon Nimmo + Josh Jung + Ezequiel Duran,Arizona Diamondbacks @ Texas Rangers,4,TEAMMATE_HR_STACK,Corey Seager + Brandon Nimmo + Josh Jung + Ezequiel Duran,Texas Rangers,Ryne Nelson,Corey Seager | Brandon Nimmo | Josh Jung | Ezequiel Duran,48.54,34.00,73.81,38.20,,,2.00,7.00,0.00,52.79,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 4 MAN | Corey Seager + Brandon Nimmo + Jake Burger + Evan Carter,Arizona Diamondbacks @ Texas Rangers,4,TEAMMATE_HR_STACK,Corey Seager + Brandon Nimmo + Jake Burger + Evan Carter,Texas Rangers,Ryne Nelson,Corey Seager | Brandon Nimmo | Jake Burger | Evan Carter,48.50,34.00,74.08,37.88,,,2.00,7.00,0.00,52.79,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 3 MAN | Moisés Ballesteros + Michael Busch + Nico Hoerner,Chicago Cubs @ Atlanta Braves,3,TEAMMATE_HR_STACK,Moisés Ballesteros + Michael Busch + Nico Hoerner,Chicago Cubs,JR Ritchie,Moisés Ballesteros | Michael Busch | Nico Hoerner,48.33,34.00,75.41,36.33,,,2.00,7.00,0.00,52.78,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 3 MAN | Seiya Suzuki + Dansby Swanson + Nico Hoerner,Chicago Cubs @ Atlanta Braves,3,TEAMMATE_HR_STACK,Seiya Suzuki + Dansby Swanson + Nico Hoerner,Chicago Cubs,JR Ritchie,Seiya Suzuki | Dansby Swanson | Nico Hoerner,48.36,34.00,75.17,36.63,,,2.00,7.00,0.00,52.78,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Seiya Suzuki + Michael Busch + Carson Kelly + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Seiya Suzuki + Michael Busch + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,Seiya Suzuki | Michael Busch | Carson Kelly | Nico Hoerner,48.40,34.00,74.86,36.97,,,2.00,7.00,0.00,52.78,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Dansby Swanson + Pete Crow-Armstrong + Carson Kelly + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Dansby Swanson + Pete Crow-Armstrong + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,Dansby Swanson | Pete Crow-Armstrong | Carson Kelly | Nico Hoerner,48.38,34.00,75.00,36.79,,,2.00,7.00,0.00,52.78,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 2 MAN | Corey Seager + Evan Carter,Arizona Diamondbacks @ Texas Rangers,2,TEAMMATE_HR_STACK,Corey Seager + Evan Carter,Texas Rangers,Ryne Nelson,Corey Seager | Evan Carter,48.47,34.00,74.26,37.66,,,2.00,7.00,0.00,52.78,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 4 MAN | Corey Seager + Brandon Nimmo + Joc Pederson + Evan Carter,Arizona Diamondbacks @ Texas Rangers,4,TEAMMATE_HR_STACK,Corey Seager + Brandon Nimmo + Joc Pederson + Evan Carter,Texas Rangers,Ryne Nelson,Corey Seager | Brandon Nimmo | Joc Pederson | Evan Carter,48.49,34.00,74.03,37.89,,,2.00,7.00,0.00,52.78,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 4 MAN | Corey Seager + Josh Jung + Jake Burger + Joc Pederson,Arizona Diamondbacks @ Texas Rangers,4,TEAMMATE_HR_STACK,Corey Seager + Josh Jung + Jake Burger + Joc Pederson,Texas Rangers,Ryne Nelson,Corey Seager | Josh Jung | Jake Burger | Joc Pederson,48.50,34.00,73.98,37.96,,,2.00,7.00,0.00,52.78,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 3 MAN | Ian Happ + Carson Kelly + Nico Hoerner,Chicago Cubs @ Atlanta Braves,3,TEAMMATE_HR_STACK,Ian Happ + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,Ian Happ | Carson Kelly | Nico Hoerner,48.34,34.00,75.21,36.53,,,2.00,7.00,0.00,52.77,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Dansby Swanson + Michael Busch + Alex Bregman + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Dansby Swanson + Michael Busch + Alex Bregman + Nico Hoerner,Chicago Cubs,JR Ritchie,Dansby Swanson | Michael Busch | Alex Bregman | Nico Hoerner,48.36,34.00,74.98,36.76,,,2.00,7.00,0.00,52.77,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 2 MAN | Brandon Nimmo + Joc Pederson,Arizona Diamondbacks @ Texas Rangers,2,TEAMMATE_HR_STACK,Brandon Nimmo + Joc Pederson,Texas Rangers,Ryne Nelson,Brandon Nimmo | Joc Pederson,48.51,34.00,73.81,38.12,,,2.00,7.00,0.00,52.77,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 4 MAN | Corey Seager + Brandon Nimmo + Jake Burger + Ezequiel Duran,Arizona Diamondbacks @ Texas Rangers,4,TEAMMATE_HR_STACK,Corey Seager + Brandon Nimmo + Jake Burger + Ezequiel Duran,Texas Rangers,Ryne Nelson,Corey Seager | Brandon Nimmo | Jake Burger | Ezequiel Duran,48.49,34.00,73.95,37.97,,,2.00,7.00,0.00,52.77,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 4 MAN | Corey Seager + Brandon Nimmo + Joc Pederson + Ezequiel Duran,Arizona Diamondbacks @ Texas Rangers,4,TEAMMATE_HR_STACK,Corey Seager + Brandon Nimmo + Joc Pederson + Ezequiel Duran,Texas Rangers,Ryne Nelson,Corey Seager | Brandon Nimmo | Joc Pederson | Ezequiel Duran,48.49,34.00,73.91,37.98,,,2.00,7.00,0.00,52.77,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 4 MAN | Shea Langeliers + Zack Gelof + Jeff McNeil + Darell Hernaiz,St. Louis Cardinals @ Athletics,4,TEAMMATE_HR_STACK,Shea Langeliers + Zack Gelof + Jeff McNeil + Darell Hernaiz,Athletics,Matthew Liberatore,Shea Langeliers | Zack Gelof | Jeff McNeil | Darell Hernaiz,48.53,34.00,73.41,38.51,,,2.00,7.00,0.00,52.76,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 4 MAN | Shea Langeliers + Colby Thomas + Jeff McNeil + Darell Hernaiz,St. Louis Cardinals @ Athletics,4,TEAMMATE_HR_STACK,Shea Langeliers + Colby Thomas + Jeff McNeil + Darell Hernaiz,Athletics,Matthew Liberatore,Shea Langeliers | Colby Thomas | Jeff McNeil | Darell Hernaiz,48.55,34.00,73.30,38.63,,,2.00,7.00,0.00,52.76,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 2 MAN | Corey Seager + Ezequiel Duran,Arizona Diamondbacks @ Texas Rangers,2,TEAMMATE_HR_STACK,Corey Seager + Ezequiel Duran,Texas Rangers,Ryne Nelson,Corey Seager | Ezequiel Duran,48.46,34.00,74.01,37.83,,,2.00,7.00,0.00,52.76,DEEP_ONLY,NO_ODDS
Washington Nationals @ Cincinnati Reds | 2 MAN | Daylen Lile + Nasim Nuñez,Washington Nationals @ Cincinnati Reds,2,TEAMMATE_HR_STACK,Daylen Lile + Nasim Nuñez,Washington Nationals,Nick Lodolo,Daylen Lile | Nasim Nuñez,48.47,34.00,73.83,38.00,,,2.00,7.00,0.00,52.75,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 2 MAN | Tyler Soderstrom + Darell Hernaiz,St. Louis Cardinals @ Athletics,2,TEAMMATE_HR_STACK,Tyler Soderstrom + Darell Hernaiz,Athletics,Matthew Liberatore,Tyler Soderstrom | Darell Hernaiz,48.54,34.00,73.25,38.66,,,2.00,7.00,0.00,52.75,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Dansby Swanson + Michael Busch + Carson Kelly + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Dansby Swanson + Michael Busch + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,Dansby Swanson | Michael Busch | Carson Kelly | Nico Hoerner,48.35,34.00,74.96,36.75,,,2.00,7.00,0.00,52.75,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 3 MAN | Corey Seager + Josh Jung + Evan Carter,Arizona Diamondbacks @ Texas Rangers,3,TEAMMATE_HR_STACK,Corey Seager + Josh Jung + Evan Carter,Texas Rangers,Ryne Nelson,Corey Seager | Josh Jung | Evan Carter,48.46,34.00,73.90,37.93,,,2.00,7.00,0.00,52.75,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 3 MAN | Brandon Nimmo + Josh Jung + Jake Burger,Arizona Diamondbacks @ Texas Rangers,3,TEAMMATE_HR_STACK,Brandon Nimmo + Josh Jung + Jake Burger,Texas Rangers,Ryne Nelson,Brandon Nimmo | Josh Jung | Jake Burger,48.50,34.00,73.65,38.23,,,2.00,7.00,0.00,52.75,DEEP_ONLY,NO_ODDS
Washington Nationals @ Cincinnati Reds | 2 MAN | Joey Wiemer + Nasim Nuñez,Washington Nationals @ Cincinnati Reds,2,TEAMMATE_HR_STACK,Joey Wiemer + Nasim Nuñez,Washington Nationals,Nick Lodolo,Joey Wiemer | Nasim Nuñez,48.39,34.00,74.35,37.36,,,2.00,7.00,0.00,52.74,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 4 MAN | Seiya Suzuki + Alex Bregman + Carson Kelly + Nico Hoerner,Chicago Cubs @ Atlanta Braves,4,TEAMMATE_HR_STACK,Seiya Suzuki + Alex Bregman + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,Seiya Suzuki | Alex Bregman | Carson Kelly | Nico Hoerner,48.36,34.00,74.64,37.03,,,2.00,7.00,0.00,52.74,DEEP_ONLY,NO_ODDS
Arizona Diamondbacks @ Texas Rangers | 3 MAN | Brandon Nimmo + Josh Jung + Joc Pederson,Arizona Diamondbacks @ Texas Rangers,3,TEAMMATE_HR_STACK,Brandon Nimmo + Josh Jung + Joc Pederson,Texas Rangers,Ryne Nelson,Brandon Nimmo | Josh Jung | Joc Pederson,48.49,34.00,73.60,38.24,,,2.00,7.00,0.00,52.74,DEEP_ONLY,NO_ODDS
St. Louis Cardinals @ Athletics | 4 MAN | Tyler Soderstrom + Brent Rooker + Jeff McNeil + Darell Hernaiz,St. Louis Cardinals @ Athletics,4,TEAMMATE_HR_STACK,Tyler Soderstrom + Brent Rooker + Jeff McNeil + Darell Hernaiz,Athletics,Matthew Liberatore,Tyler Soderstrom | Brent Rooker | Jeff McNeil | Darell Hernaiz,48.45,34.00,73.84,37.93,,,2.00,7.00,0.00,52.73,DEEP_ONLY,NO_ODDS
Chicago Cubs @ Atlanta Braves | 3 MAN | Seiya Suzuki + Pete Crow-Armstrong + Nico Hoerner,Chicago Cubs @ Atlanta Braves,3,TEAMMATE_HR_STACK,Seiya Suzuki + Pete Crow-Armstrong + Nico Hoerner,Chicago Cubs,JR Ritchie,Seiya Suzuki | Pete Crow-Armstrong | Nico Hoerner,48.30,34.00,75.03,36.56,,,2.00,7.00,0.00,52.73,DEEP_ONLY,NO_ODDS
