game,stack_type,stack_size,players,teams,pitcher,payout_profile,avg_correlation_score,avg_environment_score,avg_pitcher_collapse_score,avg_batter_power_score,stack_score,combined_implied_probability,adjusted_probability,correlation_synergy_boost,parlay_score,parlay_grade,confidence,risk_profile,odds
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,3,Salvador Perez + Vinnie Pasquantino + Lane Thomas,Kansas City Royals,Noah Schultz,NO_ODDS,48.44,43.21,67.55,36.36,53.44,0.1728%,0.2427%,40.46%,50.95,C,LOW,HIGH_RISK,Salvador Perez | Vinnie Pasquantino | Lane Thomas
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Salvador Perez + Carter Jensen + Isaac Collins + Lane Thomas,Kansas City Royals,Noah Schultz,NO_ODDS,48.42,43.27,67.70,36.13,53.44,0.0207%,0.0291%,40.50%,50.95,C,LOW,HIGH_RISK,Salvador Perez | Carter Jensen | Isaac Collins | Lane Thomas
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,3,Ketel Marte + Jake Burger + Gabriel Moreno,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.66,44.25,73.18,37.44,50.65,0.1728%,0.2466%,42.68%,50.95,C,LOW,HIGH_RISK,Ketel Marte | Jake Burger | Gabriel Moreno
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,3,Ketel Marte + Joc Pederson + Gabriel Moreno,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.66,44.29,73.13,37.46,50.65,0.1728%,0.2465%,42.68%,50.95,C,LOW,HIGH_RISK,Ketel Marte | Joc Pederson | Gabriel Moreno
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Brandon Nimmo + Josh Jung + Evan Carter + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.70,44.09,73.06,37.78,50.65,0.0207%,0.0296%,42.64%,50.95,C,LOW,HIGH_RISK,Brandon Nimmo | Josh Jung | Evan Carter | Adrian Del Castillo
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corbin Carroll + Ketel Marte + Evan Carter + Gabriel Moreno,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.66,44.27,73.09,37.51,50.65,0.0207%,0.0296%,42.66%,50.95,C,LOW,HIGH_RISK,Corbin Carroll | Ketel Marte | Evan Carter | Gabriel Moreno
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corbin Carroll + Joc Pederson + Josh Jung + Nolan Arenado,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.71,44.12,72.86,37.96,50.65,0.0207%,0.0296%,42.60%,50.95,C,LOW,HIGH_RISK,Corbin Carroll | Joc Pederson | Josh Jung | Nolan Arenado
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Jake Burger + Joc Pederson + Josh Jung + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.68,44.16,73.11,37.63,50.65,0.0207%,0.0296%,42.65%,50.95,C,LOW,HIGH_RISK,Jake Burger | Joc Pederson | Josh Jung | Adrian Del Castillo
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,3,Corbin Carroll + Josh Jung + Adrian Del Castillo,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.70,44.15,72.88,37.86,50.64,0.1728%,0.2464%,42.61%,50.95,C,LOW,HIGH_RISK,Corbin Carroll | Josh Jung | Adrian Del Castillo
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Brandon Nimmo + Corbin Carroll + Gabriel Moreno + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.66,44.28,73.01,37.58,50.64,0.0207%,0.0296%,42.65%,50.95,C,LOW,HIGH_RISK,Brandon Nimmo | Corbin Carroll | Gabriel Moreno | Adrian Del Castillo
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Brandon Nimmo + Josh Jung + Ezequiel Duran + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.70,44.06,73.07,37.77,50.64,0.0207%,0.0296%,42.63%,50.95,C,LOW,HIGH_RISK,Brandon Nimmo | Josh Jung | Ezequiel Duran | Gabriel Moreno
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corbin Carroll + Jake Burger + Josh Jung + Nolan Arenado,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.71,44.08,72.90,37.95,50.64,0.0207%,0.0296%,42.60%,50.95,C,LOW,HIGH_RISK,Corbin Carroll | Jake Burger | Josh Jung | Nolan Arenado
Philadelphia Phillies @ Boston Red Sox,TEAMMATE_HR_STACK,4,Jarren Duran + Ceddanne Rafaela + Masataka Yoshida + Caleb Durbin,Boston Red Sox,Andrew Painter,NO_ODDS,49.13,34.00,78.08,36.46,53.58,0.0207%,0.0293%,41.17%,50.94,C,LOW,HIGH_RISK,Jarren Duran | Ceddanne Rafaela | Masataka Yoshida | Caleb Durbin
Philadelphia Phillies @ Boston Red Sox,TEAMMATE_HR_STACK,4,Mickey Gasper + Connor Wong + Masataka Yoshida + Caleb Durbin,Boston Red Sox,Andrew Painter,NO_ODDS,49.22,34.00,77.15,37.46,53.56,0.0207%,0.0292%,41.00%,50.94,C,LOW,HIGH_RISK,Mickey Gasper | Connor Wong | Masataka Yoshida | Caleb Durbin
Tampa Bay Rays @ Toronto Blue Jays,TEAMMATE_HR_STACK,4,Vladimir Guerrero Jr. + George Springer + Ernie Clement + Tyler Heineman,Toronto Blue Jays,Griffin Jax,NO_ODDS,48.23,42.75,70.50,33.74,53.47,0.0207%,0.0292%,40.94%,50.94,C,LOW,HIGH_RISK,Vladimir Guerrero Jr. | George Springer | Ernie Clement | Tyler Heineman
Tampa Bay Rays @ Toronto Blue Jays,TEAMMATE_HR_STACK,4,Jesús Sánchez + George Springer + Andrés Giménez + Tyler Heineman,Toronto Blue Jays,Griffin Jax,NO_ODDS,48.26,42.69,70.31,33.99,53.47,0.0207%,0.0292%,40.90%,50.94,C,LOW,HIGH_RISK,Jesús Sánchez | George Springer | Andrés Giménez | Tyler Heineman
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,3,Maikel Garcia + Isaac Collins + Nick Loftin,Kansas City Royals,Noah Schultz,NO_ODDS,48.46,43.03,67.58,36.54,53.43,0.1728%,0.2427%,40.43%,50.94,C,LOW,HIGH_RISK,Maikel Garcia | Isaac Collins | Nick Loftin
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Salvador Perez + Maikel Garcia + Nick Loftin + Lane Thomas,Kansas City Royals,Noah Schultz,NO_ODDS,48.45,43.08,67.58,36.44,53.43,0.0207%,0.0291%,40.44%,50.94,C,LOW,HIGH_RISK,Salvador Perez | Maikel Garcia | Nick Loftin | Lane Thomas
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Salvador Perez + Vinnie Pasquantino + Isaac Collins + Lane Thomas,Kansas City Royals,Noah Schultz,NO_ODDS,48.42,43.22,67.58,36.28,53.43,0.0207%,0.0291%,40.46%,50.94,C,LOW,HIGH_RISK,Salvador Perez | Vinnie Pasquantino | Isaac Collins | Lane Thomas
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Carter Jensen + Vinnie Pasquantino + Isaac Collins + Nick Loftin,Kansas City Royals,Noah Schultz,NO_ODDS,48.45,43.09,67.57,36.47,53.43,0.0207%,0.0291%,40.44%,50.94,C,LOW,HIGH_RISK,Carter Jensen | Vinnie Pasquantino | Isaac Collins | Nick Loftin
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,3,Brandon Nimmo + Evan Carter + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.65,44.21,73.21,37.42,50.64,0.1728%,0.2465%,42.68%,50.94,C,LOW,HIGH_RISK,Brandon Nimmo | Evan Carter | Gabriel Moreno
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,3,Jake Burger + Joc Pederson + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.62,44.31,73.27,37.21,50.64,0.1728%,0.2466%,42.70%,50.94,C,LOW,HIGH_RISK,Jake Burger | Joc Pederson | Gabriel Moreno
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corey Seager + Josh Jung + Gabriel Moreno + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.69,44.09,73.08,37.72,50.64,0.0207%,0.0296%,42.64%,50.94,C,LOW,HIGH_RISK,Corey Seager | Josh Jung | Gabriel Moreno | Nolan Arenado
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corbin Carroll + Jake Burger + Evan Carter + Gabriel Moreno,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.63,44.28,73.20,37.33,50.64,0.0207%,0.0296%,42.68%,50.94,C,LOW,HIGH_RISK,Corbin Carroll | Jake Burger | Evan Carter | Gabriel Moreno
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corbin Carroll + Joc Pederson + Evan Carter + Gabriel Moreno,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.63,44.31,73.16,37.34,50.64,0.0207%,0.0296%,42.68%,50.94,C,LOW,HIGH_RISK,Corbin Carroll | Joc Pederson | Evan Carter | Gabriel Moreno
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,3,Ketel Marte + Josh Jung + Gabriel Moreno,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.68,44.11,73.00,37.76,50.63,0.1728%,0.2464%,42.62%,50.94,C,LOW,HIGH_RISK,Ketel Marte | Josh Jung | Gabriel Moreno
Philadelphia Phillies @ Boston Red Sox,TEAMMATE_HR_STACK,2,Jarren Duran + Caleb Durbin,Boston Red Sox,Andrew Painter,NO_ODDS,49.07,34.00,78.59,35.90,53.58,1.4400%,2.0342%,41.26%,50.93,C,LOW,HIGH_RISK,Jarren Duran | Caleb Durbin
Philadelphia Phillies @ Boston Red Sox,TEAMMATE_HR_STACK,4,Marcelo Mayer + Carlos Narváez + Masataka Yoshida + Caleb Durbin,Boston Red Sox,Andrew Painter,NO_ODDS,49.13,34.00,77.98,36.54,53.57,0.0207%,0.0293%,41.15%,50.93,C,LOW,HIGH_RISK,Marcelo Mayer | Carlos Narváez | Masataka Yoshida | Caleb Durbin
Philadelphia Phillies @ Boston Red Sox,TEAMMATE_HR_STACK,4,Marcelo Mayer + Trevor Story + Connor Wong + Caleb Durbin,Boston Red Sox,Andrew Painter,NO_ODDS,49.16,34.00,77.64,36.91,53.57,0.0207%,0.0293%,41.09%,50.93,C,LOW,HIGH_RISK,Marcelo Mayer | Trevor Story | Connor Wong | Caleb Durbin
St. Louis Cardinals @ Athletics,TEAMMATE_HR_STACK,3,Shea Langeliers + Nick Kurtz + Darell Hernaiz,Athletics,Matthew Liberatore,NO_ODDS,49.46,34.00,74.48,40.30,53.52,0.1728%,0.2428%,40.50%,50.93,C,LOW,HIGH_RISK,Shea Langeliers | Nick Kurtz | Darell Hernaiz
St. Louis Cardinals @ Athletics,TEAMMATE_HR_STACK,4,Nick Kurtz + Tyler Soderstrom + Zack Gelof + Colby Thomas,Athletics,Matthew Liberatore,NO_ODDS,49.48,34.00,74.25,40.55,53.51,0.0207%,0.0291%,40.45%,50.93,C,LOW,HIGH_RISK,Nick Kurtz | Tyler Soderstrom | Zack Gelof | Colby Thomas
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,2,Carter Jensen + Nick Loftin,Kansas City Royals,Noah Schultz,NO_ODDS,48.45,43.00,67.62,36.47,53.42,1.4400%,2.0222%,40.43%,50.93,C,LOW,HIGH_RISK,Carter Jensen | Nick Loftin
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corey Seager + Ketel Marte + Adrian Del Castillo + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.67,44.11,72.98,37.76,50.63,0.0207%,0.0296%,42.61%,50.93,C,LOW,HIGH_RISK,Corey Seager | Ketel Marte | Adrian Del Castillo | Nolan Arenado
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Brandon Nimmo + Ketel Marte + Ezequiel Duran + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.68,44.08,72.96,37.81,50.63,0.0207%,0.0296%,42.61%,50.93,C,LOW,HIGH_RISK,Brandon Nimmo | Ketel Marte | Ezequiel Duran | Adrian Del Castillo
St. Louis Cardinals @ Athletics,TEAMMATE_HR_STACK,3,Shea Langeliers + Nick Kurtz + Jeff McNeil,Athletics,Matthew Liberatore,NO_ODDS,49.38,34.00,75.22,39.48,53.52,0.1728%,0.2430%,40.63%,50.92,C,LOW,HIGH_RISK,Shea Langeliers | Nick Kurtz | Jeff McNeil
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,2,Salvador Perez + Lane Thomas,Kansas City Royals,Noah Schultz,NO_ODDS,48.39,43.25,67.65,36.08,53.41,1.4400%,2.0228%,40.47%,50.92,C,LOW,HIGH_RISK,Salvador Perez | Lane Thomas
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,3,Salvador Perez + Isaac Collins + Lane Thomas,Kansas City Royals,Noah Schultz,NO_ODDS,48.38,43.25,67.66,36.07,53.41,0.1728%,0.2427%,40.47%,50.92,C,LOW,HIGH_RISK,Salvador Perez | Isaac Collins | Lane Thomas
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,3,Carter Jensen + Isaac Collins + Nick Loftin,Kansas City Royals,Noah Schultz,NO_ODDS,48.42,43.09,67.64,36.32,53.41,0.1728%,0.2427%,40.45%,50.92,C,LOW,HIGH_RISK,Carter Jensen | Isaac Collins | Nick Loftin
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Salvador Perez + Carter Jensen + Nick Loftin + Lane Thomas,Kansas City Royals,Noah Schultz,NO_ODDS,48.42,43.13,67.63,36.27,53.41,0.0207%,0.0291%,40.45%,50.92,C,LOW,HIGH_RISK,Salvador Perez | Carter Jensen | Nick Loftin | Lane Thomas
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,3,Jake Burger + Josh Jung + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.64,44.12,73.14,37.52,50.62,0.1728%,0.2465%,42.64%,50.92,C,LOW,HIGH_RISK,Jake Burger | Josh Jung | Gabriel Moreno
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,3,Joc Pederson + Josh Jung + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.64,44.17,73.09,37.53,50.62,0.1728%,0.2465%,42.64%,50.92,C,LOW,HIGH_RISK,Joc Pederson | Josh Jung | Gabriel Moreno
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corey Seager + Jake Burger + Adrian Del Castillo + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.64,44.12,73.08,37.58,50.62,0.0207%,0.0296%,42.63%,50.92,C,LOW,HIGH_RISK,Corey Seager | Jake Burger | Adrian Del Castillo | Nolan Arenado
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corey Seager + Joc Pederson + Adrian Del Castillo + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.64,44.15,73.05,37.59,50.62,0.0207%,0.0296%,42.63%,50.92,C,LOW,HIGH_RISK,Corey Seager | Joc Pederson | Adrian Del Castillo | Nolan Arenado
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corey Seager + Evan Carter + Ezequiel Duran + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.64,44.12,73.26,37.41,50.62,0.0207%,0.0296%,42.67%,50.92,C,LOW,HIGH_RISK,Corey Seager | Evan Carter | Ezequiel Duran | Adrian Del Castillo
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Brandon Nimmo + Ketel Marte + Evan Carter + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.68,44.04,72.89,37.90,50.62,0.0207%,0.0296%,42.58%,50.92,C,LOW,HIGH_RISK,Brandon Nimmo | Ketel Marte | Evan Carter | Nolan Arenado
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Brandon Nimmo + Jake Burger + Ezequiel Duran + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.65,44.09,73.07,37.63,50.62,0.0207%,0.0296%,42.62%,50.92,C,LOW,HIGH_RISK,Brandon Nimmo | Jake Burger | Ezequiel Duran | Adrian Del Castillo
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Brandon Nimmo + Joc Pederson + Ezequiel Duran + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.65,44.12,73.03,37.64,50.62,0.0207%,0.0296%,42.62%,50.92,C,LOW,HIGH_RISK,Brandon Nimmo | Joc Pederson | Ezequiel Duran | Adrian Del Castillo
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corbin Carroll + Josh Jung + Evan Carter + Gabriel Moreno,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.65,44.17,73.06,37.56,50.62,0.0207%,0.0296%,42.63%,50.92,C,LOW,HIGH_RISK,Corbin Carroll | Josh Jung | Evan Carter | Gabriel Moreno
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Ketel Marte + Jake Burger + Evan Carter + Ezequiel Duran,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.65,44.08,73.16,37.56,50.62,0.0207%,0.0296%,42.64%,50.92,C,LOW,HIGH_RISK,Ketel Marte | Jake Burger | Evan Carter | Ezequiel Duran
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Ketel Marte + Joc Pederson + Evan Carter + Ezequiel Duran,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.65,44.11,73.12,37.57,50.62,0.0207%,0.0296%,42.64%,50.92,C,LOW,HIGH_RISK,Ketel Marte | Joc Pederson | Evan Carter | Ezequiel Duran
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Brandon Nimmo + Corbin Carroll + Ezequiel Duran + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.69,44.04,72.82,37.96,50.61,0.0207%,0.0296%,42.57%,50.92,C,LOW,HIGH_RISK,Brandon Nimmo | Corbin Carroll | Ezequiel Duran | Nolan Arenado
Philadelphia Phillies @ Boston Red Sox,TEAMMATE_HR_STACK,3,Carlos Narváez + Ceddanne Rafaela + Caleb Durbin,Boston Red Sox,Andrew Painter,NO_ODDS,49.12,34.00,77.89,36.58,53.55,0.1728%,0.2439%,41.13%,50.91,C,LOW,HIGH_RISK,Carlos Narváez | Ceddanne Rafaela | Caleb Durbin
Washington Nationals @ Cincinnati Reds,TEAMMATE_HR_STACK,3,James Wood + Keibert Ruiz + Nasim Nuñez,Washington Nationals,Nick Lodolo,NO_ODDS,49.35,34.00,75.29,39.34,53.51,0.1728%,0.2430%,40.64%,50.91,C,LOW,HIGH_RISK,James Wood | Keibert Ruiz | Nasim Nuñez
Seattle Mariners @ Houston Astros,TEAMMATE_HR_STACK,2,Cole Young + J.P. Crawford,Seattle Mariners,Lance McCullers Jr.,NO_ODDS,49.38,34.00,75.09,39.59,53.51,1.4400%,2.0247%,40.60%,50.91,C,LOW,HIGH_RISK,Cole Young | J.P. Crawford
St. Louis Cardinals @ Athletics,TEAMMATE_HR_STACK,3,Tyler Soderstrom + Brent Rooker + Colby Thomas,Athletics,Matthew Liberatore,NO_ODDS,49.44,34.00,74.36,40.36,53.50,0.1728%,0.2427%,40.46%,50.91,C,LOW,HIGH_RISK,Tyler Soderstrom | Brent Rooker | Colby Thomas
St. Louis Cardinals @ Athletics,TEAMMATE_HR_STACK,4,Nick Kurtz + Brent Rooker + Zack Gelof + Colby Thomas,Athletics,Matthew Liberatore,NO_ODDS,49.45,34.00,74.28,40.43,53.49,0.0207%,0.0291%,40.45%,50.91,C,LOW,HIGH_RISK,Nick Kurtz | Brent Rooker | Zack Gelof | Colby Thomas
Tampa Bay Rays @ Toronto Blue Jays,TEAMMATE_HR_STACK,4,Kazuma Okamoto + Andrés Giménez + Ernie Clement + Tyler Heineman,Toronto Blue Jays,Griffin Jax,NO_ODDS,48.11,43.02,70.85,32.91,53.45,0.0207%,0.0292%,41.03%,50.91,C,LOW,HIGH_RISK,Kazuma Okamoto | Andrés Giménez | Ernie Clement | Tyler Heineman
Tampa Bay Rays @ Toronto Blue Jays,TEAMMATE_HR_STACK,4,Daulton Varsho + Jesús Sánchez + Ernie Clement + Tyler Heineman,Toronto Blue Jays,Griffin Jax,NO_ODDS,48.21,42.66,70.45,33.77,53.44,0.0207%,0.0292%,40.90%,50.91,C,LOW,HIGH_RISK,Daulton Varsho | Jesús Sánchez | Ernie Clement | Tyler Heineman
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Salvador Perez + Vinnie Pasquantino + Nick Loftin + Lane Thomas,Kansas City Royals,Noah Schultz,NO_ODDS,48.42,43.07,67.52,36.42,53.40,0.0207%,0.0291%,40.42%,50.91,C,LOW,HIGH_RISK,Salvador Perez | Vinnie Pasquantino | Nick Loftin | Lane Thomas
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Maikel Garcia + Carter Jensen + Vinnie Pasquantino + Lane Thomas,Kansas City Royals,Noah Schultz,NO_ODDS,48.43,43.07,67.45,36.49,53.40,0.0207%,0.0291%,40.40%,50.91,C,LOW,HIGH_RISK,Maikel Garcia | Carter Jensen | Vinnie Pasquantino | Lane Thomas
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,3,Corey Seager + Ezequiel Duran + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.67,43.99,73.07,37.75,50.61,0.1728%,0.2464%,42.61%,50.91,C,LOW,HIGH_RISK,Corey Seager | Ezequiel Duran | Nolan Arenado
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Brandon Nimmo + Joc Pederson + Evan Carter + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,50.65,44.09,72.96,37.72,50.61,0.0207%,0.0296%,42.60%,50.91,C,LOW,HIGH_RISK,Brandon Nimmo | Joc Pederson | Evan Carter | Nolan Arenado
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corbin Carroll + Ketel Marte + Evan Carter + Adrian Del Castillo,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.64,44.19,72.95,37.60,50.61,0.0207%,0.0296%,42.61%,50.91,C,LOW,HIGH_RISK,Corbin Carroll | Ketel Marte | Evan Carter | Adrian Del Castillo
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Ketel Marte + Jake Burger + Joc Pederson + Nolan Arenado,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.66,44.11,72.94,37.74,50.61,0.0207%,0.0296%,42.60%,50.91,C,LOW,HIGH_RISK,Ketel Marte | Jake Burger | Joc Pederson | Nolan Arenado
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Ketel Marte + Josh Jung + Evan Carter + Ezequiel Duran,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.67,43.97,73.02,37.80,50.61,0.0207%,0.0296%,42.59%,50.91,C,LOW,HIGH_RISK,Ketel Marte | Josh Jung | Evan Carter | Ezequiel Duran
Philadelphia Phillies @ Boston Red Sox,TEAMMATE_HR_STACK,3,Marcelo Mayer + Trevor Story + Caleb Durbin,Boston Red Sox,Andrew Painter,NO_ODDS,49.09,34.00,77.92,36.48,53.54,0.1728%,0.2439%,41.12%,50.90,C,LOW,HIGH_RISK,Marcelo Mayer | Trevor Story | Caleb Durbin
Philadelphia Phillies @ Boston Red Sox,TEAMMATE_HR_STACK,3,Mickey Gasper + Masataka Yoshida + Caleb Durbin,Boston Red Sox,Andrew Painter,NO_ODDS,49.16,34.00,77.26,37.21,53.53,0.1728%,0.2437%,41.00%,50.90,C,LOW,HIGH_RISK,Mickey Gasper | Masataka Yoshida | Caleb Durbin
Philadelphia Phillies @ Boston Red Sox,TEAMMATE_HR_STACK,3,Trevor Story + Connor Wong + Masataka Yoshida,Boston Red Sox,Andrew Painter,NO_ODDS,49.18,34.00,77.00,37.48,53.53,0.1728%,0.2436%,40.95%,50.90,C,LOW,HIGH_RISK,Trevor Story | Connor Wong | Masataka Yoshida
St. Louis Cardinals @ Athletics,TEAMMATE_HR_STACK,3,Tyler Soderstrom + Brent Rooker + Zack Gelof,Athletics,Matthew Liberatore,NO_ODDS,49.42,34.00,74.50,40.19,53.49,0.1728%,0.2428%,40.49%,50.90,C,LOW,HIGH_RISK,Tyler Soderstrom | Brent Rooker | Zack Gelof
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,2,Vinnie Pasquantino + Nick Loftin,Kansas City Royals,Noah Schultz,NO_ODDS,48.45,42.89,67.38,36.75,53.39,1.4400%,2.0212%,40.36%,50.90,C,LOW,HIGH_RISK,Vinnie Pasquantino | Nick Loftin
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,3,Vinnie Pasquantino + Isaac Collins + Nick Loftin,Kansas City Royals,Noah Schultz,NO_ODDS,48.42,43.01,67.48,36.51,53.39,0.1728%,0.2426%,40.39%,50.90,C,LOW,HIGH_RISK,Vinnie Pasquantino | Isaac Collins | Nick Loftin
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,3,Ketel Marte + Jake Burger + Adrian Del Castillo,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,NO_ODDS,50.62,44.14,73.00,37.57,50.60,0.1728%,0.2464%,42.60%,50.90,C,LOW,HIGH_RISK,Ketel Marte | Jake Burger | Adrian Del Castillo
