player,player_key,player_id,team,game,event_id,market,line,best_odds,best_book,book_count,market_average_odds,all_books
Aaron Judge,aaron judge,AARON_JUDGE_1_MLB,NEW_YORK_YANKEES_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,1+ Hit,0.5,-210,betmgm,6,-224,betmgm:-210 | fanduel:-220 | espnbet:-220 | bovada:-225 | caesars:-230 | draftkings:-241
Adley Rutschman,adley rutschman,ADLEY_RUTSCHMAN_1_MLB,BALTIMORE_ORIOLES_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,1+ Hit,0.5,-235,betmgm,6,-273,betmgm:-235 | espnbet:-260 | draftkings:-276 | caesars:-280 | fanduel:-290 | bovada:-300
Adolis García,adolis garcía,JOSE_BARRERO_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,1+ Hit,0.5,-175,betmgm,6,-189,betmgm:-175 | espnbet:-180 | fanduel:-190 | bovada:-190 | caesars:-190 | draftkings:-212
Alec Bohm,alec bohm,ALEC_BOHM_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,1+ Hit,0.5,-165,betmgm,6,-216,betmgm:-165 | espnbet:-200 | fanduel:-230 | caesars:-230 | bovada:-235 | draftkings:-235
Alec Burleson,alec burleson,ALEC_BURLESON_1_MLB,STLOUIS_CARDINALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,1+ Hit,0.5,-220,espnbet,6,-254,espnbet:-220 | betmgm:-235 | caesars:-240 | fanduel:-270 | bovada:-275 | draftkings:-286
Alejandro Osuna,alejandro osuna,ALEJANDRO_OSUNA_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,1+ Hit,0.5,-115,betmgm,6,-122,betmgm:-115 | fanduel:-120 | caesars:-121 | bovada:-121 | draftkings:-125 | espnbet:-130
Alex Bregman,alex bregman,ALEX_BREGMAN_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,1+ Hit,0.5,-200,espnbet,6,-214,espnbet:-200 | betmgm:-200 | caesars:-213 | fanduel:-220 | bovada:-225 | draftkings:-228
Andrés Giménez,andrés giménez,ANDRES_GIMENEZ_1_MLB,TORONTO_BLUE_JAYS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,1+ Hit,0.5,-160,betmgm,6,-188,betmgm:-160 | espnbet:-180 | draftkings:-190 | caesars:-197 | bovada:-200 | fanduel:-200
Andrew Benintendi,andrew benintendi,ANDREW_BENINTENDI_1_MLB,CHICAGO_WHITE_SOX_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,1+ Hit,0.5,-140,espnbet,6,-151,espnbet:-140 | bovada:-149 | fanduel:-150 | betmgm:-150 | caesars:-154 | draftkings:-163
Andrew Vaughn,andrew vaughn,ANDREW_VAUGHN_1_MLB,MILWAUKEE_BREWERS_MLB,Milwaukee Brewers @ Minnesota Twins,3itxNJYiA3Wh4p2bJOJs,1+ Hit,0.5,-217,draftkings,1,-217,draftkings:-217
Andy Pages,andy pages,ANDY_PAGES_1_MLB,LOS_ANGELES_DODGERS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,1+ Hit,0.5,-225,betmgm,6,-242,betmgm:-225 | fanduel:-240 | bovada:-240 | espnbet:-240 | caesars:-245 | draftkings:-260
Angel Martínez,angel martínez,ANGEL_MARTINEZ_1_MLB,CLEVELAND_GUARDIANS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,1+ Hit,0.5,-200,espnbet,6,-230,espnbet:-200 | caesars:-225 | betmgm:-225 | draftkings:-228 | bovada:-250 | fanduel:-250
Anthony Volpe,anthony volpe,ANTHONY_VOLPE_1_MLB,NEW_YORK_YANKEES_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,1+ Hit,0.5,-135,betmgm,6,-154,betmgm:-135 | espnbet:-150 | caesars:-159 | bovada:-159 | fanduel:-160 | draftkings:-162
Austin Riley,austin riley,AUSTIN_RILEY_1_MLB,ATLANTA_BRAVES_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,1+ Hit,0.5,-190,espnbet,6,-202,espnbet:-190 | caesars:-200 | betmgm:-200 | draftkings:-203 | bovada:-210 | fanduel:-210
Austin Wells,austin wells,AUSTIN_WELLS_1_MLB,NEW_YORK_YANKEES_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,1+ Hit,0.5,-109,draftkings,6,-115,draftkings:-109 | caesars:-113 | fanduel:-115 | bovada:-115 | espnbet:-115 | betmgm:-125
Ben Rice,ben rice,BENJAMIN_RICE_1_MLB,NEW_YORK_YANKEES_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,1+ Hit,0.5,-200,betmgm,6,-226,betmgm:-200 | fanduel:-220 | espnbet:-220 | bovada:-225 | caesars:-235 | draftkings:-256
Ben Williamson,ben williamson,BEN_WILLIAMSON_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Boston Red Sox,png5Jnyn8noqiLklagdD,1+ Hit,0.5,-190,espnbet,6,-201,espnbet:-190 | draftkings:-196 | caesars:-200 | bovada:-200 | fanduel:-210 | betmgm:-210
Blaze Alexander,blaze alexander,BLAZE_ALEXANDER_1_MLB,BALTIMORE_ORIOLES_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,1+ Hit,0.5,-160,betmgm,4,-175,betmgm:-160 | caesars:-170 | fanduel:-185 | bovada:-186
Bo Bichette,bo bichette,BO_BICHETTE_1_MLB,NEW_YORK_METS_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,1+ Hit,0.5,-220,betmgm,6,-279,betmgm:-220 | caesars:-280 | draftkings:-282 | fanduel:-290 | bovada:-300 | espnbet:-300
Bobby Witt Jr.,bobby witt,BOBBY_WITT_JR_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,1+ Hit,0.5,-325,betmgm,6,-361,betmgm:-325 | draftkings:-350 | espnbet:-350 | fanduel:-360 | bovada:-360 | caesars:-420
Brady House,brady house,BRADY_HOUSE_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,1+ Hit,0.5,-185,betmgm,6,-207,betmgm:-185 | espnbet:-200 | bovada:-210 | fanduel:-210 | caesars:-218 | draftkings:-222
Brandon Lowe,brandon lowe,BRANDON_LOWE_1_MLB,PITTSBURGH_PIRATES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,1+ Hit,0.5,-190,espnbet,6,-204,espnbet:-190 | caesars:-200 | draftkings:-203 | fanduel:-210 | bovada:-210 | betmgm:-210
Brandon Marsh,brandon marsh,BRANDON_MARSH_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,1+ Hit,0.5,-190,espnbet,6,-202,espnbet:-190 | fanduel:-200 | bovada:-200 | caesars:-200 | draftkings:-210 | betmgm:-210
Brandon Nimmo,brandon nimmo,BRANDON_NIMMO_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,1+ Hit,0.5,-190,betmgm,6,-236,betmgm:-190 | espnbet:-220 | draftkings:-236 | caesars:-245 | fanduel:-260 | bovada:-265
Brandon Valenzuela,brandon valenzuela,BRANDON_VALENZUELA_1_MLB,TORONTO_BLUE_JAYS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,1+ Hit,0.5,-119,draftkings,6,-120,draftkings:-119 | espnbet:-120 | fanduel:-120 | betmgm:-120 | caesars:-121 | bovada:-121
Brayan Rocchio,brayan rocchio,BRAYAN_ROCCHIO_1_MLB,CLEVELAND_GUARDIANS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,1+ Hit,0.5,-125,betmgm,6,-156,betmgm:-125 | espnbet:-150 | caesars:-157 | draftkings:-162 | bovada:-170 | fanduel:-170
Brendan Donovan,brendan donovan,BRENDAN_DONOVAN_1_MLB,SEATTLE_MARINERS_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,1+ Hit,0.5,-200,espnbet,6,-221,espnbet:-200 | fanduel:-220 | betmgm:-220 | caesars:-225 | bovada:-225 | draftkings:-236
Brent Rooker,brent rooker,BRENT_ROOKER_1_MLB,OAKLAND_ATHLETICS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,1+ Hit,0.5,-220,betmgm,5,-245,betmgm:-220 | fanduel:-250 | bovada:-250 | espnbet:-250 | draftkings:-254
Brett Baty,brett baty,BRETT_BATY_1_MLB,NEW_YORK_METS_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,1+ Hit,0.5,-130,espnbet,6,-140,espnbet:-130 | betmgm:-135 | draftkings:-137 | caesars:-137 | fanduel:-150 | bovada:-150
Brice Matthews,brice matthews,BRICE_MATTHEWS_1_MLB,HOUSTON_ASTROS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,1+ Hit,0.5,-110,betmgm,6,-121,betmgm:-110 | espnbet:-120 | caesars:-121 | fanduel:-125 | bovada:-125 | draftkings:-127
Brice Turang,brice turang,BRICE_TURANG_1_MLB,MILWAUKEE_BREWERS_MLB,Milwaukee Brewers @ Minnesota Twins,3itxNJYiA3Wh4p2bJOJs,1+ Hit,0.5,-230,caesars,2,-230,caesars:-230 | draftkings:-231
Bryan Reynolds,bryan reynolds,BRYAN_REYNOLDS_1_MLB,PITTSBURGH_PIRATES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,1+ Hit,0.5,-190,espnbet,6,-197,espnbet:-190 | betmgm:-190 | fanduel:-195 | bovada:-197 | caesars:-200 | draftkings:-208
Bryce Eldridge,bryce eldridge,BRYCE_ELDRIDGE_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,1+ Hit,0.5,-172,bovada,2,-174,bovada:-172 | draftkings:-176
Bryce Harper,bryce harper,BRYCE_HARPER_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,1+ Hit,0.5,-190,espnbet,6,-200,espnbet:-190 | fanduel:-195 | bovada:-200 | betmgm:-200 | caesars:-205 | draftkings:-209
Bryce Teodosio,bryce teodosio,BRYCE_TEODOSIO_1_MLB,LOS_ANGELES_ANGELS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,1+ Hit,0.5,100,fanduel,5,19,fanduel:+100 | bovada:+100 | espnbet:+100 | draftkings:-101 | caesars:-102
Bryson Stott,bryson stott,BRYSON_STOTT_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,1+ Hit,0.5,-150,betmgm,6,-164,betmgm:-150 | espnbet:-160 | caesars:-164 | draftkings:-169 | fanduel:-170 | bovada:-170
Caleb Durbin,caleb durbin,CALEB_DURBIN_1_MLB,BOSTON_RED_SOX_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,1+ Hit,0.5,-125,fanduel,12,-151,fanduel:-125 | draftkings:-130 | bovada:-130 | caesars:-130 | espnbet:-130 | betmgm:-130 | betmgm:-140 | bovada:-172 | fanduel:-175 | caesars:-179 | espnbet:-180 | draftkings:-187
Cam Smith,cam smith,CAM_SMITH_1_MLB,HOUSTON_ASTROS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,1+ Hit,0.5,-125,betmgm,6,-134,betmgm:-125 | draftkings:-133 | caesars:-134 | fanduel:-135 | bovada:-136 | espnbet:-140
Carlos Cortes,carlos cortes,CARLOS_CORTES_1_MLB,OAKLAND_ATHLETICS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,1+ Hit,0.5,-200,betmgm,5,-226,betmgm:-200 | espnbet:-220 | draftkings:-231 | fanduel:-240 | bovada:-240
Carlos Narváez,carlos narváez,CARLOS_NARVAEZ_1_MLB,BOSTON_RED_SOX_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,1+ Hit,0.5,-105,fanduel,12,-129,fanduel:-105 | bovada:-106 | draftkings:-108 | caesars:-113 | betmgm:-115 | espnbet:-120 | espnbet:-140 | draftkings:-143 | caesars:-145 | bovada:-147 | betmgm:-150 | fanduel:-155
Carson Kelly,carson kelly,CARSON_KELLY_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,1+ Hit,0.5,-155,betmgm,6,-171,betmgm:-155 | espnbet:-165 | caesars:-173 | fanduel:-175 | bovada:-176 | draftkings:-185
Carter Jensen,carter jensen,CARTER_JENSEN_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,1+ Hit,0.5,-159,bovada,6,-163,bovada:-159 | fanduel:-160 | betmgm:-160 | draftkings:-164 | espnbet:-165 | caesars:-170
Casey Schmitt,casey schmitt,CASEY_SCHMITT_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,1+ Hit,0.5,-220,espnbet,5,-238,espnbet:-220 | betmgm:-235 | fanduel:-240 | bovada:-240 | draftkings:-253
Ceddanne Rafaela,ceddanne rafaela,CEDDANNE_RAFAELA_1_MLB,BOSTON_RED_SOX_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,1+ Hit,0.5,-165,draftkings,12,-184,draftkings:-165 | espnbet:-165 | betmgm:-165 | caesars:-170 | fanduel:-180 | fanduel:-185 | betmgm:-185 | bovada:-186 | bovada:-192 | caesars:-200 | espnbet:-200 | draftkings:-210
Cedric Mullins,cedric mullins,CEDRIC_MULLINS_1_MLB,TAMPA_BAY_RAYS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,1+ Hit,0.5,-140,espnbet,12,-147,espnbet:-140 | betmgm:-140 | espnbet:-140 | caesars:-141 | bovada:-141 | draftkings:-142 | caesars:-148 | betmgm:-150 | fanduel:-150 | draftkings:-154 | bovada:-159 | fanduel:-160
Chandler Simpson,chandler simpson,CHANDLER_SIMPSON_1_MLB,TAMPA_BAY_RAYS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,1+ Hit,0.5,-233,bovada,12,-298,bovada:-233 | draftkings:-280 | fanduel:-290 | caesars:-295 | draftkings:-299 | bovada:-300 | fanduel:-300 | espnbet:-300 | betmgm:-300 | espnbet:-320 | betmgm:-325 | caesars:-335
Chase DeLauter,chase delauter,CHASE_DELAUTER_1_MLB,CLEVELAND_GUARDIANS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,1+ Hit,0.5,-190,espnbet,6,-208,espnbet:-190 | betmgm:-200 | caesars:-205 | draftkings:-207 | fanduel:-220 | bovada:-225
Chase Meidroth,chase meidroth,CHASE_MEIDROTH_1_MLB,CHICAGO_WHITE_SOX_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,1+ Hit,0.5,-155,betmgm,6,-172,betmgm:-155 | espnbet:-165 | caesars:-176 | bovada:-179 | draftkings:-179 | fanduel:-180
Christian Walker,christian walker,CHRISTIAN_WALKER_1_MLB,HOUSTON_ASTROS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,1+ Hit,0.5,-154,bovada,6,-165,bovada:-154 | draftkings:-155 | fanduel:-155 | espnbet:-165 | caesars:-170 | betmgm:-190
CJ Abrams,cj abrams,CJ_ABRAMS_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,1+ Hit,0.5,-200,espnbet,6,-221,espnbet:-200 | betmgm:-200 | draftkings:-223 | caesars:-225 | bovada:-240 | fanduel:-240
Coby Mayo,coby mayo,COBY_MAYO_1_MLB,BALTIMORE_ORIOLES_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,1+ Hit,0.5,-150,espnbet,6,-159,espnbet:-150 | betmgm:-150 | caesars:-157 | draftkings:-160 | bovada:-170 | fanduel:-170
Cody Bellinger,cody bellinger,CODY_BELLINGER_1_MLB,NEW_YORK_YANKEES_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,1+ Hit,0.5,-220,espnbet,6,-229,espnbet:-220 | betmgm:-225 | fanduel:-230 | caesars:-230 | draftkings:-235 | bovada:-235
Cole Young,cole young,COLE_YOUNG_1_MLB,SEATTLE_MARINERS_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,1+ Hit,0.5,-125,betmgm,6,-134,betmgm:-125 | caesars:-129 | espnbet:-130 | draftkings:-138 | fanduel:-140 | bovada:-141
Colson Montgomery,colson montgomery,COLSON_MONTGOMERY_1_MLB,CHICAGO_WHITE_SOX_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,1+ Hit,0.5,-150,espnbet,6,-157,espnbet:-150 | bovada:-154 | fanduel:-155 | caesars:-157 | betmgm:-160 | draftkings:-165
Colt Keith,colt keith,COLT_KEITH_1_MLB,DETROIT_TIGERS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,1+ Hit,0.5,-160,betmgm,6,-173,betmgm:-160 | espnbet:-165 | fanduel:-175 | caesars:-176 | bovada:-176 | draftkings:-187
Colton Cowser,colton cowser,COLTON_COWSER_1_MLB,BALTIMORE_ORIOLES_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,1+ Hit,0.5,-135,betmgm,1,-135,betmgm:-135
Connor Norby,connor norby,CONNOR_NORBY_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,1+ Hit,0.5,-165,espnbet,6,-179,espnbet:-165 | bovada:-179 | fanduel:-180 | draftkings:-181 | caesars:-182 | betmgm:-185
Corbin Carroll,corbin carroll,CORBIN_CARROLL_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,1+ Hit,0.5,-350,betmgm,6,-377,betmgm:-350 | fanduel:-360 | bovada:-360 | draftkings:-372 | espnbet:-400 | caesars:-420
Corey Seager,corey seager,COREY_SEAGER_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,1+ Hit,0.5,-200,espnbet,6,-219,espnbet:-200 | betmgm:-200 | caesars:-218 | draftkings:-229 | fanduel:-230 | bovada:-235
Daniel Schneemann,daniel schneemann,DANIEL_SCHNEEMANN_1_MLB,CLEVELAND_GUARDIANS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,1+ Hit,0.5,-139,draftkings,5,-144,draftkings:-139 | espnbet:-140 | caesars:-143 | bovada:-150 | fanduel:-150
Danny Jansen,danny jansen,DANNY_JANSEN_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,1+ Hit,0.5,-115,bovada,5,-120,bovada:-115 | betmgm:-115 | espnbet:-120 | caesars:-121 | draftkings:-128
Dansby Swanson,dansby swanson,DANSBY_SWANSON_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,1+ Hit,0.5,-135,betmgm,6,-162,betmgm:-135 | draftkings:-163 | espnbet:-165 | fanduel:-170 | bovada:-170 | caesars:-170
Darell Hernaiz,darell hernaiz,DARELL_HERNAIZ_1_MLB,OAKLAND_ATHLETICS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,1+ Hit,0.5,-160,betmgm,5,-176,betmgm:-160 | bovada:-179 | fanduel:-180 | espnbet:-180 | draftkings:-183
Daulton Varsho,daulton varsho,DAULTON_VARSHO_1_MLB,TORONTO_BLUE_JAYS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,1+ Hit,0.5,-185,betmgm,6,-207,betmgm:-185 | espnbet:-190 | caesars:-209 | draftkings:-211 | fanduel:-220 | bovada:-225
David Fry,david fry,DAVID_FRY_1_MLB,CLEVELAND_GUARDIANS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,1+ Hit,0.5,-135,betmgm,2,-135,betmgm:-135 | caesars:-136
David Hamilton,david hamilton,DAVID_HAMILTON_1_MLB,MILWAUKEE_BREWERS_MLB,Milwaukee Brewers @ Minnesota Twins,3itxNJYiA3Wh4p2bJOJs,1+ Hit,0.5,-137,caesars,2,-140,caesars:-137 | draftkings:-144
Daylen Lile,daylen lile,DAYLEN_LILE_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,1+ Hit,0.5,-200,betmgm,6,-233,betmgm:-200 | espnbet:-220 | caesars:-240 | draftkings:-241 | bovada:-250 | fanduel:-250
Dillon Dingler,dillon dingler,DILLON_DINGLER_1_MLB,DETROIT_TIGERS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,1+ Hit,0.5,-185,betmgm,6,-190,betmgm:-185 | draftkings:-187 | espnbet:-190 | bovada:-190 | fanduel:-190 | caesars:-197
Dominic Canzone,dominic canzone,DOMINIC_CANZONE_1_MLB,SEATTLE_MARINERS_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,1+ Hit,0.5,-126,draftkings,6,-132,draftkings:-126 | bovada:-130 | fanduel:-130 | caesars:-134 | betmgm:-135 | espnbet:-140
Drake Baldwin,drake baldwin,DRAKE_BALDWIN_1_MLB,ATLANTA_BRAVES_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,1+ Hit,0.5,-210,betmgm,6,-249,betmgm:-210 | caesars:-240 | espnbet:-240 | draftkings:-257 | fanduel:-270 | bovada:-280
Drew Millas,drew millas,DREW_MILLAS_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,1+ Hit,0.5,-135,betmgm,1,-135,betmgm:-135
Edouard Julien,edouard julien,EDOUARD_JULIEN_1_MLB,COLORADO_ROCKIES_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,1+ Hit,0.5,-270,draftkings,6,-283,draftkings:-270 | fanduel:-270 | bovada:-275 | betmgm:-275 | espnbet:-300 | caesars:-310
Elly De La Cruz,elly de la cruz,ELLY_DE_LA_CRUZ_1_MLB,CINCINNATI_REDS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,1+ Hit,0.5,-180,espnbet,6,-200,espnbet:-180 | draftkings:-185 | caesars:-193 | bovada:-210 | fanduel:-210 | betmgm:-220
Ernie Clement,ernie clement,ERNIE_CLEMENT_1_MLB,TORONTO_BLUE_JAYS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,1+ Hit,0.5,-220,espnbet,6,-223,espnbet:-220 | fanduel:-220 | betmgm:-220 | bovada:-225 | draftkings:-226 | caesars:-230
Evan Carter,evan carter,EVAN_CARTER_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,1+ Hit,0.5,-131,draftkings,6,-136,draftkings:-131 | fanduel:-135 | bovada:-136 | caesars:-137 | espnbet:-140 | betmgm:-140
Ezequiel Duran,ezequiel duran,EZEQUIEL_DURAN_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,1+ Hit,0.5,-148,draftkings,6,-159,draftkings:-148 | espnbet:-150 | bovada:-154 | fanduel:-155 | caesars:-159 | betmgm:-190
Ezequiel Tovar,ezequiel tovar,EZEQUIEL_TOVAR_1_MLB,COLORADO_ROCKIES_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,1+ Hit,0.5,-220,betmgm,6,-250,betmgm:-220 | caesars:-250 | espnbet:-250 | draftkings:-257 | fanduel:-260 | bovada:-265
Fernando Tatis Jr.,fernando tatis,FERNANDO_TATIS_JR_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,1+ Hit,0.5,-188,draftkings,6,-198,draftkings:-188 | espnbet:-190 | betmgm:-190 | caesars:-200 | bovada:-210 | fanduel:-210
Freddie Freeman,freddie freeman,FREDDIE_FREEMAN_1_MLB,LOS_ANGELES_DODGERS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,1+ Hit,0.5,-275,betmgm,6,-339,betmgm:-275 | bovada:-325 | fanduel:-330 | draftkings:-347 | espnbet:-375 | caesars:-380
Freddy Fermin,freddy fermin,FREDDY_FERMIN_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,1+ Hit,0.5,-125,betmgm,6,-139,betmgm:-125 | fanduel:-140 | espnbet:-140 | caesars:-141 | bovada:-141 | draftkings:-147
Gabriel Moreno,gabriel moreno,GABRIEL_MORENO_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,1+ Hit,0.5,-310,fanduel,6,-339,fanduel:-310 | bovada:-315 | draftkings:-330 | espnbet:-350 | betmgm:-350 | caesars:-380
Garrett Mitchell,garrett mitchell,GARRETT_MITCHELL_1_MLB,MILWAUKEE_BREWERS_MLB,Milwaukee Brewers @ Minnesota Twins,3itxNJYiA3Wh4p2bJOJs,1+ Hit,0.5,-136,draftkings,2,-136,draftkings:-136 | caesars:-137
Gary Sánchez,gary sánchez,GARY_SANCHEZ_1_MLB,MILWAUKEE_BREWERS_MLB,Milwaukee Brewers @ Minnesota Twins,3itxNJYiA3Wh4p2bJOJs,1+ Hit,0.5,-137,draftkings,1,-137,draftkings:-137
Gavin Sheets,gavin sheets,GAVIN_SHEETS_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,1+ Hit,0.5,-140,espnbet,6,-147,espnbet:-140 | caesars:-145 | draftkings:-145 | bovada:-150 | fanduel:-150 | betmgm:-150
George Springer,george springer,GEORGE_SPRINGER_1_MLB,TORONTO_BLUE_JAYS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,1+ Hit,0.5,-240,espnbet,5,-255,espnbet:-240 | caesars:-250 | draftkings:-259 | fanduel:-260 | bovada:-265
