player,player_key,player_id,team,game,event_id,market,line,best_odds,best_book,book_count,market_average_odds,all_books
Jose Altuve,jose altuve,JOSE_ALTUVE_1_MLB,HOUSTON_ASTROS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,2+ TB,1.5,140,bovada,6,136,bovada:+140 | espnbet:+140 | draftkings:+138 | betmgm:+135 | caesars:+134 | fanduel:+130
Jose Fernandez,jose fernandez,JOSE_FERNANDEZ_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,2+ TB,1.5,120,bovada,6,113,bovada:+120 | betmgm:+120 | draftkings:+117 | caesars:+113 | espnbet:+110 | fanduel:+100
José Ramírez,josé ramírez,JOSE_RAMIREZ_1_MLB,CLEVELAND_GUARDIANS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,2+ TB,1.5,115,betmgm,6,71,betmgm:+115 | espnbet:+110 | bovada:+105 | draftkings:+103 | caesars:+103 | fanduel:-110
José Tena,josé tena,JOSE_TENA_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,2+ TB,1.5,185,draftkings,4,14,draftkings:+185 | fanduel:+160 | bovada:-143 | betmgm:-145
Josh Jung,josh jung,JOSH_JUNG_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,2+ TB,1.5,140,bovada,6,127,bovada:+140 | draftkings:+137 | espnbet:+130 | caesars:+127 | fanduel:+115 | betmgm:+110
Josh Naylor,josh naylor,JOSH_NAYLOR_1_MLB,SEATTLE_MARINERS_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,2+ TB,1.5,145,bovada,6,83,bovada:+145 | draftkings:+143 | espnbet:+140 | caesars:+134 | fanduel:+125 | betmgm:-190
Juan Soto,juan soto,JUAN_SOTO_1_MLB,NEW_YORK_METS_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,2+ TB,1.5,158,draftkings,6,92,draftkings:+158 | bovada:+155 | caesars:+141 | fanduel:+140 | betmgm:+138 | espnbet:-180
Julio Rodríguez,julio rodríguez,JULIO_RODRIGUEZ_1_MLB,SEATTLE_MARINERS_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,2+ TB,1.5,125,betmgm,6,116,betmgm:+125 | espnbet:+120 | draftkings:+116 | caesars:+115 | bovada:+115 | fanduel:+105
Jung Hoo Lee,jung hoo lee,JUNG_HOO_LEE_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,2+ TB,1.5,115,bovada,4,56,bovada:+115 | draftkings:+112 | fanduel:+100 | betmgm:-105
Junior Caminero,junior caminero,JUNIOR_CAMINERO_1_MLB,TAMPA_BAY_RAYS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,2+ TB,1.5,140,espnbet,12,76,espnbet:+140 | bovada:+124 | draftkings:+123 | caesars:+118 | betmgm:+110 | fanduel:+110 | betmgm:+105 | caesars:+101 | bovada:+100 | espnbet:+100 | draftkings:-102 | fanduel:-115
Kazuma Okamoto,kazuma okamoto,KAZUMA_OKAMOTO_1_MLB,TORONTO_BLUE_JAYS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,2+ TB,1.5,120,bovada,6,66,bovada:+120 | espnbet:+120 | draftkings:+118 | caesars:+116 | fanduel:+110 | betmgm:-190
Keibert Ruiz,keibert ruiz,KEIBERT_RUIZ_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,2+ TB,1.5,189,draftkings,3,68,draftkings:+189 | fanduel:+170 | bovada:-156
Ketel Marte,ketel marte,KETEL_MARTE_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,2+ TB,1.5,110,espnbet,6,26,espnbet:+110 | bovada:+105 | draftkings:+103 | caesars:+102 | fanduel:-105 | betmgm:-160
Kyle Higashioka,kyle higashioka,KYLE_HIGASHIOKA_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,2+ TB,1.5,200,draftkings,3,190,draftkings:+200 | bovada:+199 | fanduel:+170
Kyle Isbel,kyle isbel,KYLE_ISBEL_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,2+ TB,1.5,201,draftkings,6,-34,draftkings:+201 | fanduel:+200 | bovada:-147 | espnbet:-150 | caesars:-152 | betmgm:-155
Kyle Manzardo,kyle manzardo,KYLE_MANZARDO_1_MLB,CLEVELAND_GUARDIANS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,2+ TB,1.5,155,fanduel,2,-7,fanduel:+155 | bovada:-169
Kyle Schwarber,kyle schwarber,KYLE_SCHWARBER_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,2+ TB,1.5,132,bovada,6,33,bovada:+132 | draftkings:+127 | caesars:+121 | fanduel:+115 | betmgm:-145 | espnbet:-150
Kyle Stowers,kyle stowers,KYLE_STOWERS_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,2+ TB,1.5,140,bovada,6,131,bovada:+140 | draftkings:+137 | betmgm:+135 | espnbet:+130 | caesars:+127 | fanduel:+115
Kyle Tucker,kyle tucker,KYLE_TUCKER_1_MLB,LOS_ANGELES_DODGERS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,2+ TB,1.5,130,betmgm,6,116,betmgm:+130 | espnbet:+120 | caesars:+115 | draftkings:+111 | fanduel:+110 | bovada:+110
Lawrence Butler,lawrence butler,LAWRENCE_BUTLER_1_MLB,OAKLAND_ATHLETICS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,2+ TB,1.5,158,bovada,4,72,bovada:+158 | draftkings:+151 | fanduel:+135 | betmgm:-155
Leody Taveras,leody taveras,LEODY_TAVERAS_1_MLB,BALTIMORE_ORIOLES_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,2+ TB,1.5,140,bovada,5,138,bovada:+140 | espnbet:+140 | draftkings:+139 | caesars:+137 | fanduel:+135
Liam Hicks,liam hicks,LIAM_HICKS_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,2+ TB,1.5,150,betmgm,6,133,betmgm:+150 | caesars:+132 | draftkings:+131 | bovada:+130 | espnbet:+130 | fanduel:+125
Lourdes Gurriel Jr.,lourdes gurriel,LOURDES_GURRIEL_JR_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,2+ TB,1.5,-110,espnbet,6,-117,espnbet:-110 | caesars:-113 | draftkings:-114 | bovada:-115 | betmgm:-120 | fanduel:-130
Luis Arraez,luis arraez,LUIS_ARRAEZ_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,2+ TB,1.5,105,bovada,4,-3,bovada:+105 | draftkings:+103 | fanduel:-110 | betmgm:-110
Luis García Jr.,luis garcía,LUIS_GARCIA_3_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,2+ TB,1.5,120,espnbet,6,117,espnbet:+120 | fanduel:+120 | caesars:+118 | bovada:+115 | betmgm:+115 | draftkings:+112
Luis Rengifo,luis rengifo,LUIS_RENGIFO_1_MLB,MILWAUKEE_BREWERS_MLB,Milwaukee Brewers @ Minnesota Twins,3itxNJYiA3Wh4p2bJOJs,2+ TB,1.5,136,draftkings,1,136,draftkings:+136
Luis Torrens,luis torrens,LUIS_TORRENS_1_MLB,NEW_YORK_METS_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,2+ TB,1.5,270,fanduel,4,80,fanduel:+270 | draftkings:+263 | betmgm:-105 | bovada:-110
Luke Raley,luke raley,LUKE_RALEY_1_MLB,SEATTLE_MARINERS_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,2+ TB,1.5,199,draftkings,6,-22,draftkings:+199 | fanduel:+175 | bovada:-120 | caesars:-127 | betmgm:-130 | espnbet:-130
Maikel Garcia,maikel garcia,MAIKEL_GARCIA_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,2+ TB,1.5,115,betmgm,6,109,betmgm:+115 | espnbet:+110 | bovada:+110 | draftkings:+109 | caesars:+109 | fanduel:+100
Manny Machado,manny machado,MANNY_MACHADO_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,2+ TB,1.5,171,bovada,6,-7,bovada:+171 | draftkings:+168 | fanduel:+150 | betmgm:-175 | caesars:-179 | espnbet:-180
Marcell Ozuna,marcell ozuna,MARCELL_OZUNA_1_MLB,PITTSBURGH_PIRATES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,2+ TB,1.5,221,draftkings,5,-11,draftkings:+221 | fanduel:+200 | bovada:-149 | caesars:-152 | betmgm:-175
Marcelo Mayer,marcelo mayer,MARCELO_MAYER_1_MLB,BOSTON_RED_SOX_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,2+ TB,1.5,211,draftkings,11,-10,draftkings:+211 | fanduel:+200 | draftkings:+152 | espnbet:+150 | fanduel:+145 | caesars:-141 | bovada:-147 | betmgm:-155 | bovada:-169 | betmgm:-175 | caesars:-179
Marcus Semien,marcus semien,MARCUS_SEMIEN_1_MLB,NEW_YORK_METS_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,2+ TB,1.5,184,draftkings,5,-12,draftkings:+184 | fanduel:+165 | betmgm:-125 | bovada:-141 | caesars:-141
Mark Vientos,mark vientos,MARK_VIENTOS_1_MLB,NEW_YORK_METS_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,2+ TB,1.5,182,bovada,6,13,bovada:+182 | draftkings:+175 | fanduel:+165 | betmgm:-145 | espnbet:-150 | caesars:-152
Masataka Yoshida,masataka yoshida,MASATAKA_YOSHIDA_1_MLB,BOSTON_RED_SOX_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,2+ TB,1.5,159,draftkings,12,134,draftkings:+159 | bovada:+158 | fanduel:+150 | caesars:+142 | betmgm:+140 | espnbet:+140 | espnbet:+125 | bovada:+122 | fanduel:+120 | caesars:+120 | betmgm:+120 | draftkings:+117
Masyn Winn,masyn winn,MASYN_WINN_1_MLB,STLOUIS_CARDINALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,2+ TB,1.5,171,bovada,6,-11,bovada:+171 | draftkings:+161 | fanduel:+160 | espnbet:-180 | caesars:-190 | betmgm:-190
Matt Chapman,matt chapman,MATT_CHAPMAN_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,2+ TB,1.5,140,bovada,4,133,bovada:+140 | draftkings:+138 | betmgm:+135 | fanduel:+120
Matt McLain,matt mclain,MATT_MCLAIN_1_MLB,CINCINNATI_REDS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,2+ TB,1.5,216,draftkings,4,41,draftkings:+216 | fanduel:+195 | bovada:-122 | betmgm:-125
Matt Olson,matt olson,MATT_OLSON_1_MLB,ATLANTA_BRAVES_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,2+ TB,1.5,149,bovada,6,34,bovada:+149 | draftkings:+142 | fanduel:+135 | caesars:+133 | betmgm:-175 | espnbet:-180
Matt Vierling,matt vierling,MATT_VIERLING_1_MLB,DETROIT_TIGERS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,2+ TB,1.5,178,bovada,5,33,bovada:+178 | draftkings:+173 | fanduel:+155 | betmgm:-165 | caesars:-176
Mauricio Dubón,mauricio dubón,MAURICIO_DUBON_1_MLB,ATLANTA_BRAVES_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,2+ TB,1.5,135,betmgm,6,120,betmgm:+135 | caesars:+120 | espnbet:+120 | fanduel:+115 | bovada:+115 | draftkings:+114
Max Muncy,max muncy,MAX_MUNCY_1_MLB,LOS_ANGELES_DODGERS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,2+ TB,1.5,140,betmgm,6,125,betmgm:+140 | espnbet:+125 | draftkings:+122 | caesars:+121 | fanduel:+120 | bovada:+120
Michael Busch,michael busch,MIKE_BUSCH_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,2+ TB,1.5,164,bovada,4,77,bovada:+164 | draftkings:+158 | fanduel:+150 | betmgm:-165
Michael Harris II,michael harris ii,MICHAEL_HARRIS_II_1_MLB,ATLANTA_BRAVES_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,2+ TB,1.5,145,draftkings,6,88,draftkings:+145 | fanduel:+145 | bovada:+145 | caesars:+141 | espnbet:+140 | betmgm:-190
Michael Massey,michael massey,MIKE_MASSEY_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,2+ TB,1.5,182,bovada,6,15,bovada:+182 | draftkings:+173 | fanduel:+165 | espnbet:-140 | caesars:-143 | betmgm:-150
Mickey Gasper,mickey gasper,MICKEY_GASPER_1_MLB,BOSTON_RED_SOX_MLB,Tampa Bay Rays @ Boston Red Sox,png5Jnyn8noqiLklagdD,2+ TB,1.5,159,draftkings,5,-40,draftkings:+159 | fanduel:+150 | espnbet:-160 | bovada:-172 | caesars:-179
Mickey Moniak,mickey moniak,MICKEY_MONIAK_1_MLB,COLORADO_ROCKIES_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,2+ TB,1.5,-130,bovada,6,-139,bovada:-130 | draftkings:-132 | espnbet:-140 | betmgm:-140 | caesars:-141 | fanduel:-150
Miguel Andujar,miguel andujar,MIGUEL_ANDUJAR_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,2+ TB,1.5,150,draftkings,6,87,draftkings:+150 | bovada:+150 | caesars:+141 | espnbet:+140 | fanduel:+130 | betmgm:-190
Miguel Vargas,miguel vargas,MIGUEL_VARGAS_1_MLB,CHICAGO_WHITE_SOX_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,2+ TB,1.5,164,bovada,6,-2,bovada:+164 | draftkings:+162 | fanduel:+140 | betmgm:-150 | caesars:-164 | espnbet:-165
Mike Trout,mike trout,MIKE_TROUT_1_MLB,LOS_ANGELES_ANGELS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,2+ TB,1.5,181,draftkings,4,22,draftkings:+181 | fanduel:+160 | betmgm:-125 | bovada:-130
MJ Melendez,mj melendez,MJ_MELENDEZ_1_MLB,NEW_YORK_METS_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,2+ TB,1.5,277,draftkings,4,71,draftkings:+277 | fanduel:+220 | bovada:-105 | betmgm:-110
Moisés Ballesteros,moisés ballesteros,MOISES_BALLESTEROS_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,2+ TB,1.5,135,betmgm,5,127,betmgm:+135 | caesars:+127 | fanduel:+125 | bovada:+125 | draftkings:+124
Mookie Betts,mookie betts,MOOKIE_BETTS_1_MLB,LOS_ANGELES_DODGERS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,2+ TB,1.5,120,betmgm,6,73,betmgm:+120 | espnbet:+110 | caesars:+107 | bovada:+105 | draftkings:+101 | fanduel:-105
Munetaka Murakami,munetaka murakami,MUNETAKA_MURAKAMI_1_MLB,CHICAGO_WHITE_SOX_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,2+ TB,1.5,152,bovada,5,84,bovada:+152 | draftkings:+145 | caesars:+136 | fanduel:+135 | betmgm:-150
Nasim Nuñez,nasim nuñez,NASIM_NUNEZ_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,2+ TB,1.5,220,fanduel,4,37,fanduel:+220 | draftkings:+204 | betmgm:-135 | bovada:-141
Nathan Church,nathan church,NATHAN_CHURCH_1_MLB,STLOUIS_CARDINALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,2+ TB,1.5,182,bovada,6,1,bovada:+182 | draftkings:+172 | fanduel:+165 | espnbet:-165 | betmgm:-175 | caesars:-176
Nick Castellanos,nick castellanos,NICHOLAS_CASTELLANOS_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,2+ TB,1.5,183,draftkings,4,25,draftkings:+183 | fanduel:+180 | bovada:-130 | betmgm:-135
Nick Fortes,nick fortes,NICK_FORTES_1_MLB,TAMPA_BAY_RAYS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,2+ TB,1.5,206,draftkings,9,-62,draftkings:+206 | fanduel:+190 | betmgm:-130 | bovada:-132 | caesars:-136 | caesars:-137 | espnbet:-140 | espnbet:-140 | betmgm:-140
Nick Gonzales,nick gonzales,NICK_GONZALES_1_MLB,PITTSBURGH_PIRATES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,2+ TB,1.5,155,fanduel,6,146,fanduel:+155 | draftkings:+151 | bovada:+150 | caesars:+144 | espnbet:+140 | betmgm:+135
Nick Kurtz,nick kurtz,NICK_KURTZ_1_MLB,OAKLAND_ATHLETICS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,2+ TB,1.5,115,betmgm,4,52,betmgm:+115 | bovada:+105 | draftkings:+101 | fanduel:-115
Nico Hoerner,nico hoerner,NICO_HOERNER_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,2+ TB,1.5,120,betmgm,6,108,betmgm:+120 | espnbet:+110 | draftkings:+105 | caesars:+105 | bovada:+105 | fanduel:+100
Nolan Arenado,nolan arenado,NOLAN_ARENADO_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,2+ TB,1.5,-120,betmgm,6,-133,betmgm:-120 | espnbet:-130 | caesars:-134 | bovada:-135 | draftkings:-136 | fanduel:-145
Nolan Gorman,nolan gorman,NOLAN_GORMAN_1_MLB,STLOUIS_CARDINALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,2+ TB,1.5,155,bovada,6,-5,bovada:+155 | draftkings:+148 | fanduel:+135 | espnbet:-150 | caesars:-159 | betmgm:-160
Nolan Schanuel,nolan schanuel,NOLAN_SCHANUEL_1_MLB,LOS_ANGELES_ANGELS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,2+ TB,1.5,250,fanduel,3,120,fanduel:+250 | draftkings:+240 | bovada:-130
Oneil Cruz,oneil cruz,ONEIL_CRUZ_1_MLB,PITTSBURGH_PIRATES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,2+ TB,1.5,120,betmgm,6,74,betmgm:+120 | espnbet:+110 | caesars:+106 | draftkings:+105 | bovada:+105 | fanduel:-105
Oswald Peraza,oswald peraza,OSWALD_PERAZA_1_MLB,LOS_ANGELES_ANGELS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,2+ TB,1.5,214,draftkings,4,41,draftkings:+214 | fanduel:+200 | betmgm:-125 | bovada:-127
Otto Lopez,otto lopez,OTTO_LOPEZ_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,2+ TB,1.5,120,betmgm,6,75,betmgm:+120 | bovada:+110 | espnbet:+110 | draftkings:+108 | caesars:+107 | fanduel:-105
Owen Caissie,owen caissie,OWEN_CAISSIE_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,2+ TB,1.5,194,draftkings,6,-29,draftkings:+194 | fanduel:+165 | betmgm:-130 | bovada:-130 | caesars:-134 | espnbet:-140
Ozzie Albies,ozzie albies,OZZIE_ALBIES_1_MLB,ATLANTA_BRAVES_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,2+ TB,1.5,100,caesars,6,32,caesars:+100 | bovada:+100 | espnbet:+100 | betmgm:+100 | draftkings:-101 | fanduel:-110
Pedro Pagés,pedro pagés,PEDRO_PAGES_1_MLB,STLOUIS_CARDINALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,2+ TB,1.5,185,fanduel,6,-39,fanduel:+185 | draftkings:+182 | betmgm:-140 | bovada:-147 | caesars:-152 | espnbet:-160
Pete Alonso,pete alonso,PETE_ALONSO_1_MLB,BALTIMORE_ORIOLES_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,2+ TB,1.5,105,betmgm,6,-39,betmgm:+105 | espnbet:+100 | draftkings:-105 | bovada:-105 | caesars:-108 | fanduel:-120
Pete Crow-Armstrong,pete crow-armstrong,PETE_CROWARMSTRONG_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,2+ TB,1.5,140,espnbet,6,85,espnbet:+140 | draftkings:+136 | caesars:+136 | bovada:+135 | fanduel:+125 | betmgm:-160
Rafael Devers,rafael devers,RAFAEL_DEVERS_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,2+ TB,1.5,115,betmgm,4,-2,betmgm:+115 | bovada:+100 | draftkings:-103 | fanduel:-120
Rafael Marchán,rafael marchán,RAFAEL_MARCHAN_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,2+ TB,1.5,230,fanduel,2,218,fanduel:+230 | draftkings:+205
Ramón Laureano,ramón laureano,RAMON_LAUREANO_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,2+ TB,1.5,193,draftkings,4,-49,draftkings:+193 | bovada:-120 | betmgm:-125 | caesars:-143
Randy Arozarena,randy arozarena,RANDY_AROZARENA_1_MLB,SEATTLE_MARINERS_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,2+ TB,1.5,178,bovada,5,36,bovada:+178 | draftkings:+170 | fanduel:+155 | betmgm:-150 | caesars:-173
Richie Palacios,richie palacios,RICHARD_PALACIOS_1_MLB,TAMPA_BAY_RAYS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,2+ TB,1.5,190,fanduel,6,-38,fanduel:+190 | draftkings:+185 | bovada:-149 | espnbet:-150 | caesars:-152 | betmgm:-155
Riley Greene,riley greene,RILEY_GREENE_1_MLB,DETROIT_TIGERS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,2+ TB,1.5,171,bovada,4,80,bovada:+171 | draftkings:+162 | fanduel:+150 | betmgm:-165
Ryan McMahon,ryan mcmahon,RYAN_MCMAHON_1_MLB,NEW_YORK_YANKEES_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,2+ TB,1.5,210,draftkings,6,-31,draftkings:+210 | fanduel:+185 | espnbet:-140 | bovada:-141 | caesars:-143 | betmgm:-155
Ryan O'Hearn,ryan o'hearn,RYAN_OHEARN_1_MLB,PITTSBURGH_PIRATES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,2+ TB,1.5,145,betmgm,6,132,betmgm:+145 | draftkings:+131 | caesars:+131 | bovada:+130 | espnbet:+130 | fanduel:+125
Ryan Vilade,ryan vilade,RYAN_VILADE_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Boston Red Sox,png5Jnyn8noqiLklagdD,2+ TB,1.5,257,draftkings,6,3,draftkings:+257 | fanduel:+240 | bovada:-112 | caesars:-112 | betmgm:-125 | espnbet:-130
Sal Frelick,sal frelick,SAL_FRELICK_1_MLB,MILWAUKEE_BREWERS_MLB,Milwaukee Brewers @ Minnesota Twins,3itxNJYiA3Wh4p2bJOJs,2+ TB,1.5,166,draftkings,1,166,draftkings:+166
Sal Stewart,sal stewart,SAL_STEWART_1_MLB,CINCINNATI_REDS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,2+ TB,1.5,135,betmgm,6,118,betmgm:+135 | espnbet:+125 | caesars:+118 | draftkings:+116 | bovada:+115 | fanduel:+100
Salvador Perez,salvador perez,SALVADOR_PEREZ_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,2+ TB,1.5,135,betmgm,6,119,betmgm:+135 | espnbet:+120 | caesars:+118 | bovada:+115 | fanduel:+115 | draftkings:+113
Samuel Basallo,samuel basallo,SAMUEL_BASALLO_1_MLB,BALTIMORE_ORIOLES_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,2+ TB,1.5,120,espnbet,6,62,espnbet:+120 | bovada:+115 | draftkings:+114 | caesars:+114 | fanduel:+100 | betmgm:-190
Seiya Suzuki,seiya suzuki,SEIYA_SUZUKI_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,2+ TB,1.5,130,draftkings,6,128,draftkings:+130 | bovada:+130 | espnbet:+130 | betmgm:+130 | caesars:+129 | fanduel:+120
Shea Langeliers,shea langeliers,SHEA_LANGELIERS_1_MLB,OAKLAND_ATHLETICS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,2+ TB,1.5,-115,betmgm,4,-124,betmgm:-115 | bovada:-120 | draftkings:-122 | fanduel:-140
Shohei Ohtani,shohei ohtani,SHOHEI_OHTANI_1_MLB,LOS_ANGELES_DODGERS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,2+ TB,1.5,360,betmgm,5,-25,betmgm:+360 | bovada:-115 | draftkings:-117 | caesars:-121 | fanduel:-130
