rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_game_key,vegas_total_source,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,pitch_type_note,bullpen_attack_score,bullpen_grade,bullpen_quality_score,bullpen_quality_grade,bullpen_fatigue_score,bullpen_fatigue_grade,bullpen_total_pitches_last_3,bullpen_innings_last_3,bullpen_pitchers_used_last_3,bullpen_relievers_20_plus,bullpen_relievers_25_plus,bullpen_relievers_30_plus,bullpen_back_to_back_relievers,bullpen_high_usage_relievers,bullpen_era,bullpen_whip,bullpen_hr_per_9,bullpen_k_per_9,bullpen_note,market_score,power_score,statcast_score,pitcher_score,park_score_model,vegas_score,lineup_score,odds_quality_score,final_score,tier
234,2026-05-13,2026,Kyle Manzardo,,Cleveland Guardians,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,home,1,Walbert Ureña,Reid Detmers,Reid Detmers,672282,L,Reid Detmers,672282,Parker Messick,800048,2200,FanDuel,4.35,12.80,missing,,,,,,,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,"{""player"":""Kyle Manzardo"",""player_key"":""kyle manzardo"",""team"":""Cleveland Guardians"",""team_key"":""cleveland guardians"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""2200"",""book"":""FanDuel"",""consensus_odds"":""2200"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+2200 | DraftKings:+2200 | Caesars:+2000"",""raw_books_seen"":""FanDuel:+2200 | DraftKings:+2200 | Caesars:+2000 | BetMGM:+500 | FanDuel:+2200"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Angels,probable,5,27.3,3.29,1.43,5.18,7.46,2.25,8.56,5.60,0.66,44.91,NEUTRAL,44.91,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH,,0.00,NO_MATCH,cleveland guardians vs los angeles angels,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,67.94,LIVE,58.68,NEUTRAL,80.73,EXHAUSTED,210,10.7,8,5,2,1,1,Alek Manoah 91 pitches 1 app | José Fermin 34 pitches 2 app,4.58,1.44,0.95,8.68,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,35.62,0.00,55.00,44.91,47.00,50.00,50.00,52.00,12.80,LONGSHOT
235,2026-05-13,2026,Brandon Valenzuela,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,home,1,Shane McClanahan,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,2200,FanDuel,4.35,12.75,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Brandon Valenzuela"",""player_key"":""brandon valenzuela"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""2200"",""book"":""FanDuel"",""consensus_odds"":""1800"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+2200 | DraftKings:+1800 | Caesars:+1500"",""raw_books_seen"":""FanDuel:+2200 | DraftKings:+1800 | Caesars:+1500 | BetMGM:+650 | FanDuel:+2200"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,8,39.7,2.27,0.98,3.48,6.96,0.00,9.30,3.40,0.23,8.30,AVOID,8.30,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,tampa bay rays vs toronto blue jays,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.78,RESPECT,40.58,RESPECT,45.83,NORMAL,121,6.3,7,3,1,0,1,Bryan Baker 26 pitches 2 app,3.43,1.15,1.04,7.88,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,35.62,0.00,55.00,35.00,62.00,50.00,50.00,52.00,12.75,LONGSHOT
236,2026-05-13,2026,Ernie Clement,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,home,1,Shane McClanahan,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,2200,DraftKings,4.35,12.75,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Ernie Clement"",""player_key"":""ernie clement"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""2200"",""book"":""DraftKings"",""consensus_odds"":""2000"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+2200 | FanDuel:+2000 | Caesars:+2000"",""raw_books_seen"":""DraftKings:+2200 | FanDuel:+2000 | Caesars:+2000 | BetMGM:+825 | DraftKings:+2200"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,8,39.7,2.27,0.98,3.48,6.96,0.00,9.30,3.40,0.23,8.30,AVOID,8.30,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,tampa bay rays vs toronto blue jays,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.78,RESPECT,40.58,RESPECT,45.83,NORMAL,121,6.3,7,3,1,0,1,Bryan Baker 26 pitches 2 app,3.43,1.15,1.04,7.88,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,35.62,0.00,55.00,35.00,62.00,50.00,50.00,52.00,12.75,LONGSHOT
237,2026-05-13,2026,Zach McKinstry,,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Scheduled,Citi Field,away,0,Freddy Peralta,Christian Scott,Christian Scott,681035,R,Christian Scott,681035,Framber Valdez,664285,2000,FanDuel,4.76,12.27,missing,,,,,,,Detroit Tigers,Detroit Tigers @ New York Mets,"{""player"":""Zach McKinstry"",""player_key"":""zach mckinstry"",""team"":""Detroit Tigers"",""team_key"":""detroit tigers"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""2000"",""book"":""FanDuel"",""consensus_odds"":""2000"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+2000 | DraftKings:+2000 | Caesars:+1500"",""raw_books_seen"":""FanDuel:+2000 | DraftKings:+2000 | Caesars:+1500 | BetMGM:+900 | FanDuel:+2000"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,New York Mets,probable,9,48.3,3.17,1.24,4.26,8.34,1.69,8.94,3.54,0.93,32.03,AVOID,32.03,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,,0.00,NO_MATCH,detroit tigers vs new york mets,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,34.26,AVOID,41.51,RESPECT,24.24,FRESH,109,7.0,3,2,1,1,0,David Peterson 77 pitches 1 app,3.84,1.26,0.87,9.46,Opponent bullpen AVOID | Quality RESPECT | Fatigue FRESH,40.75,0.00,55.00,35.00,43.00,50.00,50.00,52.00,12.27,LONGSHOT
238,2026-05-13,2026,Oneil Cruz,,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Scheduled,PNC Park,home,1,Michael Lorenzen,Jose Quintana,Jose Quintana,500779,L,Jose Quintana,500779,Mitch Keller,656605,4000,Caesars,2.44,12.13,missing,,,,,,,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Oneil Cruz"",""player_key"":""oneil cruz"",""team"":""Pittsburgh Pirates"",""team_key"":""pittsburgh pirates"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""4000"",""book"":""Caesars"",""consensus_odds"":""3750"",""trusted_books_count"":""2"",""trusted_books"":""Caesars:+4000 | DraftKings:+3500"",""raw_books_seen"":""Caesars:+4000 | DraftKings:+3500 | BetMGM:+390"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Colorado Rockies,probable,9,44.0,6.55,1.84,5.74,8.74,7.63,6.34,2.86,1.43,83.91,ATTACK,83.91,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,,0.00,NO_MATCH,colorado rockies vs pittsburgh pirates,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,53.46,NEUTRAL,69.13,LIVE,31.82,FRESH,97,5.0,6,3,2,0,0,Seth Halvorsen 34 pitches 2 app,4.82,1.42,1.44,7.70,Opponent bullpen NEUTRAL | Quality LIVE | Fatigue FRESH,11.75,0.00,55.00,83.91,39.00,50.00,50.00,52.00,12.13,LONGSHOT
239,2026-05-13,2026,Henry Davis,,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Scheduled,PNC Park,home,1,Michael Lorenzen,Jose Quintana,Jose Quintana,500779,L,Jose Quintana,500779,Mitch Keller,656605,4000,DraftKings,2.44,12.13,missing,,,,,,,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Henry Davis"",""player_key"":""henry davis"",""team"":""Pittsburgh Pirates"",""team_key"":""pittsburgh pirates"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""4000"",""book"":""DraftKings"",""consensus_odds"":""4000"",""trusted_books_count"":""2"",""trusted_books"":""DraftKings:+4000 | Caesars:+4000"",""raw_books_seen"":""DraftKings:+4000 | Caesars:+4000 | BetMGM:+800"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Colorado Rockies,probable,9,44.0,6.55,1.84,5.74,8.74,7.63,6.34,2.86,1.43,83.91,ATTACK,83.91,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,,0.00,NO_MATCH,colorado rockies vs pittsburgh pirates,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,53.46,NEUTRAL,69.13,LIVE,31.82,FRESH,97,5.0,6,3,2,0,0,Seth Halvorsen 34 pitches 2 app,4.82,1.42,1.44,7.70,Opponent bullpen NEUTRAL | Quality LIVE | Fatigue FRESH,11.75,0.00,55.00,83.91,39.00,50.00,50.00,52.00,12.13,LONGSHOT
240,2026-05-13,2026,J.T. Realmuto,,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Scheduled,Fenway Park,away,0,Jovani Morán,Sonny Gray,Sonny Gray,543243,R,Sonny Gray,543243,Andrew Painter,691725,3500,FanDuel,2.78,11.99,missing,,,,,,,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,"{""player"":""J.T. Realmuto"",""player_key"":""jt realmuto"",""team"":""Philadelphia Phillies"",""team_key"":""philadelphia phillies"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""3500"",""book"":""FanDuel"",""consensus_odds"":""2600"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+3500 | Caesars:+2600 | DraftKings:+2200"",""raw_books_seen"":""FanDuel:+3500 | Caesars:+2600 | DraftKings:+2200 | BetMGM:+900 | FanDuel:+3500"",""removed_outliers"":""2"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Boston Red Sox,probable,2,22.7,3.18,1.24,5.30,7.94,8.10,8.74,5.56,1.59,67.60,LIVE,67.60,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH,,0.00,NO_MATCH,boston red sox vs philadelphia phillies,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,52.84,NEUTRAL,52.11,NEUTRAL,53.86,WATCH,166,11.0,7,1,1,1,0,Tyler Samaniego 21 pitches 2 app | Brayan Bello 88 pitches 1 app,3.96,1.28,1.20,8.12,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue WATCH,16.00,0.00,55.00,67.60,52.00,50.00,50.00,52.00,11.99,LONGSHOT
241,2026-05-13,2026,Vaughn Grissom,,Los Angeles Angels,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,away,0,Slade Cecconi,Parker Messick,Parker Messick,800048,L,Parker Messick,800048,Reid Detmers,672282,4000,FanDuel,2.44,11.81,missing,,,,,,,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,"{""player"":""Vaughn Grissom"",""player_key"":""vaughn grissom"",""team"":""Los Angeles Angels"",""team_key"":""los angeles angels"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""4000"",""book"":""FanDuel"",""consensus_odds"":""2800"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+4000 | DraftKings:+2800 | Caesars:+2600"",""raw_books_seen"":""FanDuel:+4000 | DraftKings:+2800 | Caesars:+2600 | BetMGM:+800 | FanDuel:+4000"",""removed_outliers"":""2"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cleveland Guardians,probable,9,45.0,5.60,1.58,5.31,9.64,4.30,7.60,3.40,1.60,76.37,ATTACK,76.37,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH,,0.00,NO_MATCH,cleveland guardians vs los angeles angels,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,64.00,LIVE,48.50,NEUTRAL,85.41,EXHAUSTED,208,10.7,10,5,3,1,0,Franco Aleman 52 pitches 2 app | Tim Herrin 26 pitches 2 app,3.85,1.28,1.21,9.42,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,11.75,0.00,55.00,76.37,47.00,50.00,50.00,52.00,11.81,LONGSHOT
242,2026-05-13,2026,Jorge Soler,,Los Angeles Angels,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,away,0,Slade Cecconi,Parker Messick,Parker Messick,800048,L,Parker Messick,800048,Reid Detmers,672282,4000,Caesars,2.44,11.81,missing,,,,,,,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,"{""player"":""Jorge Soler"",""player_key"":""jorge soler"",""team"":""Los Angeles Angels"",""team_key"":""los angeles angels"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""4000"",""book"":""Caesars"",""consensus_odds"":""3500"",""trusted_books_count"":""3"",""trusted_books"":""Caesars:+4000 | FanDuel:+3500 | DraftKings:+3000"",""raw_books_seen"":""Caesars:+4000 | FanDuel:+3500 | DraftKings:+3000 | BetMGM:+425 | Caesars:+4000"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cleveland Guardians,probable,9,45.0,5.60,1.58,5.31,9.64,4.30,7.60,3.40,1.60,76.37,ATTACK,76.37,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH,,0.00,NO_MATCH,cleveland guardians vs los angeles angels,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,64.00,LIVE,48.50,NEUTRAL,85.41,EXHAUSTED,208,10.7,10,5,3,1,0,Franco Aleman 52 pitches 2 app | Tim Herrin 26 pitches 2 app,3.85,1.28,1.21,9.42,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,11.75,0.00,55.00,76.37,47.00,50.00,50.00,52.00,11.81,LONGSHOT
243,2026-05-13,2026,Spencer Horwitz,,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Scheduled,PNC Park,home,1,Michael Lorenzen,Jose Quintana,Jose Quintana,500779,L,Jose Quintana,500779,Mitch Keller,656605,4500,FanDuel,2.17,11.41,missing,,,,,,,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Spencer Horwitz"",""player_key"":""spencer horwitz"",""team"":""Pittsburgh Pirates"",""team_key"":""pittsburgh pirates"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""4500"",""book"":""FanDuel"",""consensus_odds"":""3500"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+4500 | DraftKings:+3500 | Caesars:+2600"",""raw_books_seen"":""FanDuel:+4500 | DraftKings:+3500 | Caesars:+2600 | BetMGM:+825 | FanDuel:+4500"",""removed_outliers"":""2"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Colorado Rockies,probable,9,44.0,6.55,1.84,5.74,8.74,7.63,6.34,2.86,1.43,83.91,ATTACK,83.91,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,,0.00,NO_MATCH,colorado rockies vs pittsburgh pirates,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,53.46,NEUTRAL,69.13,LIVE,31.82,FRESH,97,5.0,6,3,2,0,0,Seth Halvorsen 34 pitches 2 app,4.82,1.42,1.44,7.70,Opponent bullpen NEUTRAL | Quality LIVE | Fatigue FRESH,8.38,0.00,55.00,83.91,39.00,50.00,50.00,52.00,11.41,LONGSHOT
244,2026-05-13,2026,Amed Rosario,,New York Yankees,Baltimore Orioles,New York Yankees @ Baltimore Orioles,824841,2026-05-13T17:05:00Z,Scheduled,Oriole Park at Camden Yards,away,0,Trevor Rogers,,,,,,,Max Fried,608331,4000,Caesars,2.44,11.20,missing,,,,,,,New York Yankees,New York Yankees @ Baltimore Orioles,"{""player"":""Amed Rosario"",""player_key"":""amed rosario"",""team"":""New York Yankees"",""team_key"":""new york yankees"",""game"":""New York Yankees @ Baltimore Orioles"",""game_key"":""new york yankees @ baltimore orioles"",""market"":""HR"",""line"":""0.5"",""odds"":""4000"",""book"":""Caesars"",""consensus_odds"":""3000"",""trusted_books_count"":""3"",""trusted_books"":""Caesars:+4000 | FanDuel:+3000 | DraftKings:+2800"",""raw_books_seen"":""Caesars:+4000 | FanDuel:+3000 | DraftKings:+2800 | BetMGM:+750 | Caesars:+4000"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Baltimore Orioles,probable,7,34.3,5.77,1.54,5.07,8.81,11.81,7.86,3.41,1.31,74.81,ATTACK,74.81,MATCH,Camden Yards,Camden Yards,Baltimore Orioles,42.00,42.00,42.00,NEUTRAL,Slight HR suppressor,MATCH,,0.00,NO_MATCH,baltimore orioles vs new york yankees,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,77.14,LIVE,64.21,LIVE,95.00,EXHAUSTED,227,15.7,9,4,2,2,2,Rico Garcia 26 pitches 2 app | Chris Bassitt 94 pitches 1 app | Anthony Nunez 34 pitches 2 app,4.72,1.44,1.23,8.47,Opponent bullpen LIVE | Quality LIVE | Fatigue EXHAUSTED,11.75,0.00,55.00,74.81,42.00,50.00,50.00,52.00,11.20,LONGSHOT
245,2026-05-13,2026,Ben Rice,,New York Yankees,Baltimore Orioles,New York Yankees @ Baltimore Orioles,824841,2026-05-13T17:05:00Z,Scheduled,Oriole Park at Camden Yards,away,0,Trevor Rogers,,,,,,,Max Fried,608331,4000,FanDuel,2.44,11.20,missing,,,,,,,New York Yankees,New York Yankees @ Baltimore Orioles,"{""player"":""Ben Rice"",""player_key"":""ben rice"",""team"":""New York Yankees"",""team_key"":""new york yankees"",""game"":""New York Yankees @ Baltimore Orioles"",""game_key"":""new york yankees @ baltimore orioles"",""market"":""HR"",""line"":""0.5"",""odds"":""4000"",""book"":""FanDuel"",""consensus_odds"":""3000"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+4000 | DraftKings:+3000 | Caesars:+2600"",""raw_books_seen"":""FanDuel:+4000 | DraftKings:+3000 | Caesars:+2600 | BetMGM:+333 | FanDuel:+4000"",""removed_outliers"":""2"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Baltimore Orioles,probable,7,34.3,5.77,1.54,5.07,8.81,11.81,7.86,3.41,1.31,74.81,ATTACK,74.81,MATCH,Camden Yards,Camden Yards,Baltimore Orioles,42.00,42.00,42.00,NEUTRAL,Slight HR suppressor,MATCH,,0.00,NO_MATCH,baltimore orioles vs new york yankees,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,77.14,LIVE,64.21,LIVE,95.00,EXHAUSTED,227,15.7,9,4,2,2,2,Rico Garcia 26 pitches 2 app | Chris Bassitt 94 pitches 1 app | Anthony Nunez 34 pitches 2 app,4.72,1.44,1.23,8.47,Opponent bullpen LIVE | Quality LIVE | Fatigue EXHAUSTED,11.75,0.00,55.00,74.81,42.00,50.00,50.00,52.00,11.20,LONGSHOT
246,2026-05-13,2026,Max Schuemann,,New York Yankees,Baltimore Orioles,New York Yankees @ Baltimore Orioles,824841,2026-05-13T17:05:00Z,Scheduled,Oriole Park at Camden Yards,away,0,Trevor Rogers,,,,,,,Max Fried,608331,4000,Caesars,2.44,11.20,missing,,,,,,,New York Yankees,New York Yankees @ Baltimore Orioles,"{""player"":""Max Schuemann"",""player_key"":""max schuemann"",""team"":""New York Yankees"",""team_key"":""new york yankees"",""game"":""New York Yankees @ Baltimore Orioles"",""game_key"":""new york yankees @ baltimore orioles"",""market"":""HR"",""line"":""0.5"",""odds"":""4000"",""book"":""Caesars"",""consensus_odds"":""3750"",""trusted_books_count"":""2"",""trusted_books"":""Caesars:+4000 | DraftKings:+3500"",""raw_books_seen"":""Caesars:+4000 | DraftKings:+3500 | BetMGM:+850"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Baltimore Orioles,probable,7,34.3,5.77,1.54,5.07,8.81,11.81,7.86,3.41,1.31,74.81,ATTACK,74.81,MATCH,Camden Yards,Camden Yards,Baltimore Orioles,42.00,42.00,42.00,NEUTRAL,Slight HR suppressor,MATCH,,0.00,NO_MATCH,baltimore orioles vs new york yankees,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,77.14,LIVE,64.21,LIVE,95.00,EXHAUSTED,227,15.7,9,4,2,2,2,Rico Garcia 26 pitches 2 app | Chris Bassitt 94 pitches 1 app | Anthony Nunez 34 pitches 2 app,4.72,1.44,1.23,8.47,Opponent bullpen LIVE | Quality LIVE | Fatigue EXHAUSTED,11.75,0.00,55.00,74.81,42.00,50.00,50.00,52.00,11.20,LONGSHOT
