player,player_key,player_id,team,game,event_id,market,line,best_odds,best_book,book_count,market_average_odds,all_books,source
Luke Raley,luke raley,LUKE_RALEY_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,1+ Hit,0.5,-115,espnbet,6,-126,espnbet:-115 | draftkings:-125 | betmgm:-125 | caesars:-129 | fanduel:-130 | bovada:-130,SportsGameOdds
Maikel Garcia,maikel garcia,MAIKEL_GARCIA_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,1+ Hit,0.5,-220,espnbet,6,-237,espnbet:-220 | draftkings:-225 | caesars:-230 | bovada:-250 | fanduel:-250 | betmgm:-250,SportsGameOdds
Manny Machado,manny machado,MANNY_MACHADO_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,1+ Hit,0.5,-150,fanduel,6,-151,fanduel:-150 | bovada:-150 | espnbet:-150 | betmgm:-150 | draftkings:-153 | caesars:-154,SportsGameOdds
Marcell Ozuna,marcell ozuna,MARCELL_OZUNA_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,1+ Hit,0.5,-176,bovada,6,-188,bovada:-176 | fanduel:-180 | draftkings:-184 | caesars:-190 | espnbet:-190 | betmgm:-210,SportsGameOdds
Marcelo Mayer,marcelo mayer,MARCELO_MAYER_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,1+ Hit,0.5,-175,bovada,12,-188,bovada:-175 | betmgm:-175 | fanduel:-180 | espnbet:-180 | fanduel:-190 | bovada:-190 | espnbet:-190 | caesars:-190 | draftkings:-192 | caesars:-197 | draftkings:-200 | betmgm:-200,SportsGameOdds
Marcus Semien,marcus semien,MARCUS_SEMIEN_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,1+ Hit,0.5,-175,betmgm,6,-203,betmgm:-175 | espnbet:-190 | draftkings:-202 | caesars:-205 | fanduel:-220 | bovada:-225,SportsGameOdds
Mark Vientos,mark vientos,MARK_VIENTOS_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,1+ Hit,0.5,-190,betmgm,6,-208,betmgm:-190 | espnbet:-200 | draftkings:-205 | caesars:-209 | fanduel:-220 | bovada:-225,SportsGameOdds
Masataka Yoshida,masataka yoshida,MASATAKA_YOSHIDA_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,1+ Hit,0.5,-250,fanduel,12,-277,fanduel:-250 | bovada:-250 | espnbet:-260 | espnbet:-260 | caesars:-260 | betmgm:-275 | draftkings:-279 | draftkings:-285 | caesars:-295 | betmgm:-295 | fanduel:-300 | bovada:-315,SportsGameOdds
Masyn Winn,masyn winn,MASYN_WINN_1_MLB,STLOUIS_CARDINALS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,1+ Hit,0.5,-175,betmgm,12,-189,betmgm:-175 | espnbet:-180 | espnbet:-180 | fanduel:-185 | bovada:-185 | caesars:-190 | caesars:-193 | draftkings:-194 | draftkings:-194 | fanduel:-195 | bovada:-197 | betmgm:-200,SportsGameOdds
Matt Chapman,matt chapman,MATT_CHAPMAN_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,1+ Hit,0.5,100,espnbet,6,-80,espnbet:+100 | betmgm:-110 | caesars:-113 | draftkings:-116 | fanduel:-120 | bovada:-121,SportsGameOdds
Matt McLain,matt mclain,MATT_MCLAIN_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,1+ Hit,0.5,-140,espnbet,6,-157,espnbet:-140 | betmgm:-140 | bovada:-159 | fanduel:-160 | caesars:-170 | draftkings:-171,SportsGameOdds
Matt Olson,matt olson,MATT_OLSON_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,1+ Hit,0.5,-164,bovada,6,-167,bovada:-164 | fanduel:-165 | espnbet:-165 | betmgm:-165 | caesars:-170 | draftkings:-173,SportsGameOdds
Matt Vierling,matt vierling,MATT_VIERLING_1_MLB,DETROIT_TIGERS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,1+ Hit,0.5,-171,draftkings,6,-181,draftkings:-171 | bovada:-176 | fanduel:-180 | espnbet:-180 | caesars:-190 | betmgm:-190,SportsGameOdds
Mauricio Dubón,mauricio dubón,MAURICIO_DUBON_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,1+ Hit,0.5,-220,espnbet,6,-240,espnbet:-220 | betmgm:-220 | caesars:-230 | fanduel:-250 | bovada:-250 | draftkings:-270,SportsGameOdds
Max Muncy,max muncy,MAX_MUNCY_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,1+ Hit,0.5,-135,betmgm,6,-145,betmgm:-135 | espnbet:-140 | caesars:-141 | fanduel:-150 | bovada:-150 | draftkings:-154,SportsGameOdds
Michael Busch,michael busch,MIKE_BUSCH_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,1+ Hit,0.5,-180,espnbet,6,-190,espnbet:-180 | draftkings:-188 | betmgm:-190 | caesars:-193 | fanduel:-195 | bovada:-197,SportsGameOdds
Michael Harris II,michael harris ii,MICHAEL_HARRIS_II_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,1+ Hit,0.5,-165,betmgm,6,-193,betmgm:-165 | espnbet:-180 | caesars:-193 | draftkings:-201 | fanduel:-210 | bovada:-210,SportsGameOdds
Mickey Gasper,mickey gasper,MICKEY_GASPER_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,1+ Hit,0.5,-172,bovada,11,-196,bovada:-172 | fanduel:-175 | draftkings:-176 | caesars:-179 | espnbet:-180 | espnbet:-190 | fanduel:-210 | bovada:-210 | caesars:-213 | draftkings:-221 | betmgm:-225,SportsGameOdds
Mickey Moniak,mickey moniak,MICKEY_MONIAK_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,1+ Hit,0.5,-200,betmgm,6,-238,betmgm:-200 | espnbet:-220 | caesars:-235 | draftkings:-248 | fanduel:-260 | bovada:-265,SportsGameOdds
Miguel Andujar,miguel andujar,MIGUEL_ANDUJAR_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,1+ Hit,0.5,-160,betmgm,6,-178,betmgm:-160 | bovada:-179 | fanduel:-180 | espnbet:-180 | caesars:-182 | draftkings:-190,SportsGameOdds
Miguel Rojas,miguel rojas,MIGUEL_ROJAS_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,1+ Hit,0.5,-170,caesars,3,-176,caesars:-170 | bovada:-179 | fanduel:-180,SportsGameOdds
Miguel Vargas,miguel vargas,MIGUEL_VARGAS_1_MLB,CHICAGO_WHITE_SOX_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,1+ Hit,0.5,-160,betmgm,6,-181,betmgm:-160 | draftkings:-174 | caesars:-179 | espnbet:-180 | fanduel:-195 | bovada:-197,SportsGameOdds
Mike Yastrzemski,mike yastrzemski,MIKE_YASTRZEMSKI_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,1+ Hit,0.5,-120,espnbet,4,-125,espnbet:-120 | caesars:-125 | bovada:-125 | draftkings:-132,SportsGameOdds
Moisés Ballesteros,moisés ballesteros,MOISES_BALLESTEROS_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,1+ Hit,0.5,-166,draftkings,5,-176,draftkings:-166 | caesars:-176 | bovada:-179 | fanduel:-180 | espnbet:-180,SportsGameOdds
