game,stack_type,stack_size,players,teams,pitcher,payout_profile,avg_correlation_score,avg_environment_score,avg_pitcher_collapse_score,avg_batter_power_score,stack_score,combined_implied_probability,adjusted_probability,correlation_synergy_boost,parlay_score,parlay_grade,confidence,risk_profile,odds
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,Brady House + Joey Wiemer + Elly De La Cruz + Spencer Steer,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.82,34.00,72.41,40.14,47.88,0.0207%,0.0290%,39.82%,47.98,C,LOW,HIGH_RISK,Brady House | Joey Wiemer | Elly De La Cruz | Spencer Steer
St. Louis Cardinals @ Athletics,GAME_ENVIRONMENT_STACK,3,Shea Langeliers + Nick Kurtz + Nolan Gorman,Athletics / St. Louis Cardinals,Matthew Liberatore / J.T. Ginn,NO_ODDS,48.82,34.00,72.39,40.14,47.88,0.1728%,0.2416%,39.81%,47.98,C,LOW,HIGH_RISK,Shea Langeliers | Nick Kurtz | Nolan Gorman
St. Louis Cardinals @ Athletics,GAME_ENVIRONMENT_STACK,4,Shea Langeliers + Brent Rooker + Zack Gelof + Jordan Walker,Athletics / St. Louis Cardinals,Matthew Liberatore / J.T. Ginn,NO_ODDS,48.84,34.00,72.32,40.25,47.88,0.0207%,0.0290%,39.80%,47.98,C,LOW,HIGH_RISK,Shea Langeliers | Brent Rooker | Zack Gelof | Jordan Walker
Tampa Bay Rays @ Toronto Blue Jays,TEAMMATE_HR_STACK,3,Daulton Varsho + Andrés Giménez + Ernie Clement,Toronto Blue Jays,Griffin Jax,NO_ODDS,46.05,34.00,70.49,33.75,50.72,0.1728%,0.2392%,38.43%,47.97,C,LOW,HIGH_RISK,Daulton Varsho | Andrés Giménez | Ernie Clement
Tampa Bay Rays @ Toronto Blue Jays,TEAMMATE_HR_STACK,4,Jesús Sánchez + George Springer + Andrés Giménez + Tyler Heineman,Toronto Blue Jays,Griffin Jax,NO_ODDS,46.07,34.00,70.27,33.99,50.71,0.0207%,0.0287%,38.38%,47.97,C,LOW,HIGH_RISK,Jesús Sánchez | George Springer | Andrés Giménez | Tyler Heineman
Colorado Rockies @ Pittsburgh Pirates,TEAMMATE_HR_STACK,4,Oneil Cruz + Brandon Lowe + Ryan O'Hearn + Henry Davis,Pittsburgh Pirates,Jose Quintana,NO_ODDS,46.18,34.00,69.22,35.14,50.70,0.0207%,0.0287%,38.19%,47.97,C,LOW,HIGH_RISK,Oneil Cruz | Brandon Lowe | Ryan O'Hearn | Henry Davis
Colorado Rockies @ Pittsburgh Pirates,TEAMMATE_HR_STACK,4,Oneil Cruz + Brandon Lowe + Ryan O'Hearn + Nick Yorke,Pittsburgh Pirates,Jose Quintana,NO_ODDS,46.19,34.00,69.00,35.35,50.69,0.0207%,0.0286%,38.15%,47.97,C,LOW,HIGH_RISK,Oneil Cruz | Brandon Lowe | Ryan O'Hearn | Nick Yorke
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,2,Salvador Perez + Maikel Garcia,Kansas City Royals,Noah Schultz,NO_ODDS,46.31,34.00,67.73,36.72,50.68,1.4400%,1.9859%,37.91%,47.97,C,LOW,HIGH_RISK,Salvador Perez | Maikel Garcia
Philadelphia Phillies @ Boston Red Sox,GAME_ENVIRONMENT_STACK,4,Jarren Duran + Marcelo Mayer + Caleb Durbin + Kyle Schwarber,Boston Red Sox / Philadelphia Phillies,Andrew Painter / Sonny Gray,NO_ODDS,48.49,34.00,75.77,36.49,47.92,0.0207%,0.0291%,40.44%,47.97,C,LOW,HIGH_RISK,Jarren Duran | Marcelo Mayer | Caleb Durbin | Kyle Schwarber
Philadelphia Phillies @ Boston Red Sox,GAME_ENVIRONMENT_STACK,4,Marcelo Mayer + Ceddanne Rafaela + Masataka Yoshida + Kyle Schwarber,Boston Red Sox / Philadelphia Phillies,Andrew Painter / Sonny Gray,NO_ODDS,48.54,34.00,75.25,37.05,47.92,0.0207%,0.0291%,40.34%,47.97,C,LOW,HIGH_RISK,Marcelo Mayer | Ceddanne Rafaela | Masataka Yoshida | Kyle Schwarber
Philadelphia Phillies @ Boston Red Sox,GAME_ENVIRONMENT_STACK,4,Jarren Duran + Connor Wong + Masataka Yoshida + Kyle Schwarber,Boston Red Sox / Philadelphia Phillies,Andrew Painter / Sonny Gray,NO_ODDS,48.56,34.00,75.07,37.24,47.91,0.0207%,0.0291%,40.31%,47.97,C,LOW,HIGH_RISK,Jarren Duran | Connor Wong | Masataka Yoshida | Kyle Schwarber
Miami Marlins @ Minnesota Twins,GAME_ENVIRONMENT_STACK,4,Liam Hicks + Christopher Morel + Joe Mack + Ryan Jeffers,Miami Marlins / Minnesota Twins,Simeon Woods Richardson / Max Meyer,NO_ODDS,48.67,34.00,73.90,38.52,47.90,0.0207%,0.0290%,40.09%,47.97,C,LOW,HIGH_RISK,Liam Hicks | Christopher Morel | Joe Mack | Ryan Jeffers
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corey Seager + Brandon Nimmo + Josh Jung + Ketel Marte,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,48.66,34.00,74.00,38.42,47.90,0.0207%,0.0291%,40.11%,47.97,C,LOW,HIGH_RISK,Corey Seager | Brandon Nimmo | Josh Jung | Ketel Marte
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,3,Joey Wiemer + Keibert Ruiz + Tyler Stephenson,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.76,34.00,72.93,39.53,47.88,0.1728%,0.2418%,39.91%,47.97,C,LOW,HIGH_RISK,Joey Wiemer | Keibert Ruiz | Tyler Stephenson
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,Joey Wiemer + Daylen Lile + Sal Stewart + Elly De La Cruz,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.82,34.00,72.26,40.24,47.87,0.0207%,0.0290%,39.78%,47.97,C,LOW,HIGH_RISK,Joey Wiemer | Daylen Lile | Sal Stewart | Elly De La Cruz
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,3,Brady House + JJ Bleday + Sal Stewart,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.87,34.00,71.72,40.84,47.86,0.1728%,0.2414%,39.68%,47.97,C,LOW,HIGH_RISK,Brady House | JJ Bleday | Sal Stewart
Tampa Bay Rays @ Toronto Blue Jays,TEAMMATE_HR_STACK,4,Vladimir Guerrero Jr. + George Springer + Ernie Clement + Tyler Heineman,Toronto Blue Jays,Griffin Jax,NO_ODDS,46.04,34.00,70.46,33.74,50.71,0.0207%,0.0287%,38.42%,47.96,C,LOW,HIGH_RISK,Vladimir Guerrero Jr. | George Springer | Ernie Clement | Tyler Heineman
Colorado Rockies @ Pittsburgh Pirates,TEAMMATE_HR_STACK,2,Brandon Lowe + Marcell Ozuna,Pittsburgh Pirates,Jose Quintana,NO_ODDS,46.18,34.00,69.02,35.30,50.69,1.4400%,1.9893%,38.15%,47.96,C,LOW,HIGH_RISK,Brandon Lowe | Marcell Ozuna
Philadelphia Phillies @ Boston Red Sox,GAME_ENVIRONMENT_STACK,4,Mickey Gasper + Carlos Narváez + Caleb Durbin + Kyle Schwarber,Boston Red Sox / Philadelphia Phillies,Andrew Painter / Sonny Gray,NO_ODDS,48.58,34.00,74.74,37.58,47.90,0.0207%,0.0291%,40.25%,47.96,C,LOW,HIGH_RISK,Mickey Gasper | Carlos Narváez | Caleb Durbin | Kyle Schwarber
Miami Marlins @ Minnesota Twins,GAME_ENVIRONMENT_STACK,4,Heriberto Hernández + Christopher Morel + Joe Mack + Byron Buxton,Miami Marlins / Minnesota Twins,Simeon Woods Richardson / Max Meyer,NO_ODDS,48.63,34.00,74.18,38.16,47.89,0.0207%,0.0291%,40.14%,47.96,C,LOW,HIGH_RISK,Heriberto Hernández | Christopher Morel | Joe Mack | Byron Buxton
Miami Marlins @ Minnesota Twins,GAME_ENVIRONMENT_STACK,4,Heriberto Hernández + Jakob Marsee + Joe Mack + Byron Buxton,Miami Marlins / Minnesota Twins,Simeon Woods Richardson / Max Meyer,NO_ODDS,48.65,34.00,73.95,38.40,47.89,0.0207%,0.0291%,40.10%,47.96,C,LOW,HIGH_RISK,Heriberto Hernández | Jakob Marsee | Joe Mack | Byron Buxton
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,CJ Abrams + Daylen Lile + Nasim Nuñez + Tyler Stephenson,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.71,34.00,73.33,39.09,47.88,0.0207%,0.0290%,39.98%,47.96,C,LOW,HIGH_RISK,CJ Abrams | Daylen Lile | Nasim Nuñez | Tyler Stephenson
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,Brady House + Joey Wiemer + Sal Stewart + Nasim Nuñez,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.70,34.00,73.44,38.95,47.88,0.0207%,0.0290%,40.00%,47.96,C,LOW,HIGH_RISK,Brady House | Joey Wiemer | Sal Stewart | Nasim Nuñez
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,Brady House + Daylen Lile + Sal Stewart + Nasim Nuñez,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.73,34.00,73.17,39.27,47.88,0.0207%,0.0290%,39.95%,47.96,C,LOW,HIGH_RISK,Brady House | Daylen Lile | Sal Stewart | Nasim Nuñez
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,James Wood + JJ Bleday + Nasim Nuñez + Spencer Steer,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.77,34.00,72.78,39.68,47.87,0.0207%,0.0290%,39.88%,47.96,C,LOW,HIGH_RISK,James Wood | JJ Bleday | Nasim Nuñez | Spencer Steer
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,Daylen Lile + Keibert Ruiz + JJ Bleday + Nasim Nuñez,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.73,34.00,73.06,39.36,47.87,0.0207%,0.0290%,39.93%,47.96,C,LOW,HIGH_RISK,Daylen Lile | Keibert Ruiz | JJ Bleday | Nasim Nuñez
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,3,CJ Abrams + JJ Bleday + Tyler Stephenson,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.85,34.00,71.92,40.60,47.86,0.1728%,0.2414%,39.72%,47.96,C,LOW,HIGH_RISK,CJ Abrams | JJ Bleday | Tyler Stephenson
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,Brady House + Keibert Ruiz + JJ Bleday + Tyler Stephenson,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.81,34.00,72.22,40.28,47.86,0.0207%,0.0290%,39.77%,47.96,C,LOW,HIGH_RISK,Brady House | Keibert Ruiz | JJ Bleday | Tyler Stephenson
St. Louis Cardinals @ Athletics,GAME_ENVIRONMENT_STACK,4,Shea Langeliers + Tyler Soderstrom + Colby Thomas + Alec Burleson,Athletics / St. Louis Cardinals,Matthew Liberatore / J.T. Ginn,NO_ODDS,48.83,34.00,72.03,40.46,47.86,0.0207%,0.0290%,39.74%,47.96,C,LOW,HIGH_RISK,Shea Langeliers | Tyler Soderstrom | Colby Thomas | Alec Burleson
Tampa Bay Rays @ Toronto Blue Jays,TEAMMATE_HR_STACK,3,Kazuma Okamoto + Ernie Clement + Tyler Heineman,Toronto Blue Jays,Griffin Jax,NO_ODDS,45.96,34.00,71.13,32.98,50.71,0.1728%,0.2394%,38.53%,47.95,C,LOW,HIGH_RISK,Kazuma Okamoto | Ernie Clement | Tyler Heineman
Tampa Bay Rays @ Toronto Blue Jays,TEAMMATE_HR_STACK,3,Jesús Sánchez + Andrés Giménez + Ernie Clement,Toronto Blue Jays,Griffin Jax,NO_ODDS,46.06,34.00,70.17,34.03,50.70,0.1728%,0.2391%,38.36%,47.95,C,LOW,HIGH_RISK,Jesús Sánchez | Andrés Giménez | Ernie Clement
Tampa Bay Rays @ Toronto Blue Jays,TEAMMATE_HR_STACK,4,Daulton Varsho + Jesús Sánchez + Ernie Clement + Tyler Heineman,Toronto Blue Jays,Griffin Jax,NO_ODDS,46.04,34.00,70.41,33.77,50.70,0.0207%,0.0287%,38.40%,47.95,C,LOW,HIGH_RISK,Daulton Varsho | Jesús Sánchez | Ernie Clement | Tyler Heineman
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Carter Jensen + Vinnie Pasquantino + Salvador Perez + Isaac Collins,Kansas City Royals,Noah Schultz,NO_ODDS,46.27,34.00,67.92,36.43,50.66,0.0207%,0.0286%,37.94%,47.95,C,LOW,HIGH_RISK,Carter Jensen | Vinnie Pasquantino | Salvador Perez | Isaac Collins
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Carter Jensen + Vinnie Pasquantino + Salvador Perez + Nick Loftin,Kansas City Royals,Noah Schultz,NO_ODDS,46.28,34.00,67.80,36.57,50.66,0.0207%,0.0286%,37.91%,47.95,C,LOW,HIGH_RISK,Carter Jensen | Vinnie Pasquantino | Salvador Perez | Nick Loftin
Philadelphia Phillies @ Boston Red Sox,GAME_ENVIRONMENT_STACK,4,Carlos Narváez + Trevor Story + Connor Wong + Kyle Schwarber,Boston Red Sox / Philadelphia Phillies,Andrew Painter / Sonny Gray,NO_ODDS,48.59,34.00,74.50,37.79,47.89,0.0207%,0.0291%,40.20%,47.95,C,LOW,HIGH_RISK,Carlos Narváez | Trevor Story | Connor Wong | Kyle Schwarber
Miami Marlins @ Minnesota Twins,GAME_ENVIRONMENT_STACK,4,Connor Norby + Christopher Morel + Joe Mack + Byron Buxton,Miami Marlins / Minnesota Twins,Simeon Woods Richardson / Max Meyer,NO_ODDS,48.61,34.00,74.22,38.06,47.88,0.0207%,0.0291%,40.14%,47.95,C,LOW,HIGH_RISK,Connor Norby | Christopher Morel | Joe Mack | Byron Buxton
Miami Marlins @ Minnesota Twins,GAME_ENVIRONMENT_STACK,4,Connor Norby + Jakob Marsee + Joe Mack + Byron Buxton,Miami Marlins / Minnesota Twins,Simeon Woods Richardson / Max Meyer,NO_ODDS,48.63,34.00,74.00,38.30,47.88,0.0207%,0.0291%,40.10%,47.95,C,LOW,HIGH_RISK,Connor Norby | Jakob Marsee | Joe Mack | Byron Buxton
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corey Seager + Brandon Nimmo + Josh Jung + Corbin Carroll,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,48.65,34.00,73.95,38.40,47.88,0.0207%,0.0291%,40.10%,47.95,C,LOW,HIGH_RISK,Corey Seager | Brandon Nimmo | Josh Jung | Corbin Carroll
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corey Seager + Brandon Nimmo + Ketel Marte + Jake Burger,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,48.62,34.00,74.14,38.18,47.88,0.0207%,0.0291%,40.13%,47.95,C,LOW,HIGH_RISK,Corey Seager | Brandon Nimmo | Ketel Marte | Jake Burger
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corey Seager + Brandon Nimmo + Ketel Marte + Corbin Carroll,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,48.63,34.00,73.98,38.34,47.88,0.0207%,0.0291%,40.10%,47.95,C,LOW,HIGH_RISK,Corey Seager | Brandon Nimmo | Ketel Marte | Corbin Carroll
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,CJ Abrams + Joey Wiemer + Nasim Nuñez + Tyler Stephenson,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.68,34.00,73.59,38.77,47.87,0.0207%,0.0290%,40.03%,47.95,C,LOW,HIGH_RISK,CJ Abrams | Joey Wiemer | Nasim Nuñez | Tyler Stephenson
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,CJ Abrams + Keibert Ruiz + Nasim Nuñez + Elly De La Cruz,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.69,34.00,73.43,38.95,47.87,0.0207%,0.0290%,40.00%,47.95,C,LOW,HIGH_RISK,CJ Abrams | Keibert Ruiz | Nasim Nuñez | Elly De La Cruz
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,James Wood + JJ Bleday + Sal Stewart + Tyler Stephenson,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.85,34.00,71.80,40.70,47.85,0.0207%,0.0290%,39.69%,47.95,C,LOW,HIGH_RISK,James Wood | JJ Bleday | Sal Stewart | Tyler Stephenson
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,Joey Wiemer + Daylen Lile + Sal Stewart + Spencer Steer,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.81,34.00,72.19,40.27,47.85,0.0207%,0.0290%,39.77%,47.95,C,LOW,HIGH_RISK,Joey Wiemer | Daylen Lile | Sal Stewart | Spencer Steer
St. Louis Cardinals @ Athletics,GAME_ENVIRONMENT_STACK,3,Shea Langeliers + Brent Rooker + Jordan Walker,Athletics / St. Louis Cardinals,Matthew Liberatore / J.T. Ginn,NO_ODDS,48.81,34.00,72.11,40.34,47.85,0.1728%,0.2415%,39.75%,47.95,C,LOW,HIGH_RISK,Shea Langeliers | Brent Rooker | Jordan Walker
St. Louis Cardinals @ Athletics,GAME_ENVIRONMENT_STACK,4,Shea Langeliers + Tyler Soderstrom + Zack Gelof + Alec Burleson,Athletics / St. Louis Cardinals,Matthew Liberatore / J.T. Ginn,NO_ODDS,48.81,34.00,72.14,40.34,47.85,0.0207%,0.0290%,39.75%,47.95,C,LOW,HIGH_RISK,Shea Langeliers | Tyler Soderstrom | Zack Gelof | Alec Burleson
Colorado Rockies @ Pittsburgh Pirates,TEAMMATE_HR_STACK,3,Oneil Cruz + Brandon Lowe + Nick Gonzales,Pittsburgh Pirates,Jose Quintana,NO_ODDS,46.10,34.00,69.67,34.54,50.68,0.1728%,0.2389%,38.26%,47.94,C,LOW,HIGH_RISK,Oneil Cruz | Brandon Lowe | Nick Gonzales
Detroit Tigers @ New York Mets,TEAMMATE_HR_STACK,4,Juan Soto + Mark Vientos + Marcus Semien + Luis Torrens,New York Mets,Framber Valdez,NO_ODDS,46.12,34.00,69.34,34.86,50.67,0.0207%,0.0287%,38.20%,47.94,C,LOW,HIGH_RISK,Juan Soto | Mark Vientos | Marcus Semien | Luis Torrens
Detroit Tigers @ New York Mets,TEAMMATE_HR_STACK,4,Juan Soto + Mark Vientos + Bo Bichette + Luis Torrens,New York Mets,Framber Valdez,NO_ODDS,46.12,34.00,69.30,34.91,50.67,0.0207%,0.0287%,38.19%,47.94,C,LOW,HIGH_RISK,Juan Soto | Mark Vientos | Bo Bichette | Luis Torrens
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,3,Carter Jensen + Vinnie Pasquantino + Isaac Collins,Kansas City Royals,Noah Schultz,NO_ODDS,46.25,34.00,67.88,36.43,50.65,0.1728%,0.2383%,37.92%,47.94,C,LOW,HIGH_RISK,Carter Jensen | Vinnie Pasquantino | Isaac Collins
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Carter Jensen + Vinnie Pasquantino + Maikel Garcia + Isaac Collins,Kansas City Royals,Noah Schultz,NO_ODDS,46.27,34.00,67.75,36.57,50.65,0.0207%,0.0286%,37.90%,47.94,C,LOW,HIGH_RISK,Carter Jensen | Vinnie Pasquantino | Maikel Garcia | Isaac Collins
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Carter Jensen + Vinnie Pasquantino + Maikel Garcia + Nick Loftin,Kansas City Royals,Noah Schultz,NO_ODDS,46.28,34.00,67.63,36.71,50.64,0.0207%,0.0286%,37.88%,47.94,C,LOW,HIGH_RISK,Carter Jensen | Vinnie Pasquantino | Maikel Garcia | Nick Loftin
Miami Marlins @ Minnesota Twins,GAME_ENVIRONMENT_STACK,4,Owen Caissie + Christopher Morel + Joe Mack + Ryan Jeffers,Miami Marlins / Minnesota Twins,Simeon Woods Richardson / Max Meyer,NO_ODDS,48.62,34.00,74.09,38.20,47.87,0.0207%,0.0291%,40.12%,47.94,C,LOW,HIGH_RISK,Owen Caissie | Christopher Morel | Joe Mack | Ryan Jeffers
Miami Marlins @ Minnesota Twins,GAME_ENVIRONMENT_STACK,4,Owen Caissie + Jakob Marsee + Joe Mack + Ryan Jeffers,Miami Marlins / Minnesota Twins,Simeon Woods Richardson / Max Meyer,NO_ODDS,48.64,34.00,73.86,38.45,47.87,0.0207%,0.0290%,40.07%,47.94,C,LOW,HIGH_RISK,Owen Caissie | Jakob Marsee | Joe Mack | Ryan Jeffers
Miami Marlins @ Minnesota Twins,GAME_ENVIRONMENT_STACK,4,Xavier Edwards + Christopher Morel + Joe Mack + Ryan Jeffers,Miami Marlins / Minnesota Twins,Simeon Woods Richardson / Max Meyer,NO_ODDS,48.64,34.00,73.86,38.46,47.87,0.0207%,0.0290%,40.07%,47.94,C,LOW,HIGH_RISK,Xavier Edwards | Christopher Morel | Joe Mack | Ryan Jeffers
Miami Marlins @ Minnesota Twins,GAME_ENVIRONMENT_STACK,4,Xavier Edwards + Jakob Marsee + Joe Mack + Ryan Jeffers,Miami Marlins / Minnesota Twins,Simeon Woods Richardson / Max Meyer,NO_ODDS,48.66,34.00,73.63,38.70,47.87,0.0207%,0.0290%,40.03%,47.94,C,LOW,HIGH_RISK,Xavier Edwards | Jakob Marsee | Joe Mack | Ryan Jeffers
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,3,Corey Seager + Josh Jung + Ketel Marte,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,48.63,34.00,73.98,38.33,47.87,0.1728%,0.2421%,40.10%,47.94,C,LOW,HIGH_RISK,Corey Seager | Josh Jung | Ketel Marte
Arizona Diamondbacks @ Texas Rangers,GAME_ENVIRONMENT_STACK,4,Corey Seager + Brandon Nimmo + Ketel Marte + Joc Pederson,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,NO_ODDS,48.61,34.00,74.10,38.19,47.87,0.0207%,0.0291%,40.12%,47.94,C,LOW,HIGH_RISK,Corey Seager | Brandon Nimmo | Ketel Marte | Joc Pederson
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,CJ Abrams + Keibert Ruiz + Nasim Nuñez + Spencer Steer,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.68,34.00,73.36,38.97,47.86,0.0207%,0.0290%,39.98%,47.94,C,LOW,HIGH_RISK,CJ Abrams | Keibert Ruiz | Nasim Nuñez | Spencer Steer
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,Joey Wiemer + Keibert Ruiz + JJ Bleday + Nasim Nuñez,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.69,34.00,73.31,39.04,47.86,0.0207%,0.0290%,39.97%,47.94,C,LOW,HIGH_RISK,Joey Wiemer | Keibert Ruiz | JJ Bleday | Nasim Nuñez
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,4,Brady House + Daylen Lile + Nasim Nuñez + Elly De La Cruz,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.70,34.00,73.15,39.19,47.85,0.0207%,0.0290%,39.94%,47.94,C,LOW,HIGH_RISK,Brady House | Daylen Lile | Nasim Nuñez | Elly De La Cruz
St. Louis Cardinals @ Athletics,GAME_ENVIRONMENT_STACK,4,Nick Kurtz + Tyler Soderstrom + Colby Thomas + Jordan Walker,Athletics / St. Louis Cardinals,Matthew Liberatore / J.T. Ginn,NO_ODDS,48.78,34.00,72.35,40.05,47.85,0.0207%,0.0290%,39.79%,47.94,C,LOW,HIGH_RISK,Nick Kurtz | Tyler Soderstrom | Colby Thomas | Jordan Walker
Washington Nationals @ Cincinnati Reds,GAME_ENVIRONMENT_STACK,2,Daylen Lile + Elly De La Cruz,Washington Nationals / Cincinnati Reds,Nick Lodolo / Jake Irvin,NO_ODDS,48.82,34.00,71.97,40.48,47.84,1.4400%,2.0120%,39.72%,47.94,C,LOW,HIGH_RISK,Daylen Lile | Elly De La Cruz
Detroit Tigers @ New York Mets,TEAMMATE_HR_STACK,2,Juan Soto + Tyrone Taylor,New York Mets,Framber Valdez,NO_ODDS,46.09,34.00,69.54,34.64,50.67,1.4400%,1.9905%,38.23%,47.93,C,LOW,HIGH_RISK,Juan Soto | Tyrone Taylor
Colorado Rockies @ Pittsburgh Pirates,TEAMMATE_HR_STACK,4,Oneil Cruz + Marcell Ozuna + Bryan Reynolds + Ryan O'Hearn,Pittsburgh Pirates,Jose Quintana,NO_ODDS,46.13,34.00,69.06,35.13,50.66,0.0207%,0.0286%,38.14%,47.93,C,LOW,HIGH_RISK,Oneil Cruz | Marcell Ozuna | Bryan Reynolds | Ryan O'Hearn
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,3,Carter Jensen + Vinnie Pasquantino + Nick Loftin,Kansas City Royals,Noah Schultz,NO_ODDS,46.27,34.00,67.70,36.61,50.64,0.1728%,0.2383%,37.89%,47.93,C,LOW,HIGH_RISK,Carter Jensen | Vinnie Pasquantino | Nick Loftin
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,3,Carter Jensen + Salvador Perez + Isaac Collins,Kansas City Royals,Noah Schultz,NO_ODDS,46.23,34.00,67.99,36.27,50.64,0.1728%,0.2384%,37.94%,47.93,C,LOW,HIGH_RISK,Carter Jensen | Salvador Perez | Isaac Collins
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,3,Carter Jensen + Salvador Perez + Nick Loftin,Kansas City Royals,Noah Schultz,NO_ODDS,46.25,34.00,67.82,36.46,50.64,0.1728%,0.2383%,37.91%,47.93,C,LOW,HIGH_RISK,Carter Jensen | Salvador Perez | Nick Loftin
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,3,Vinnie Pasquantino + Salvador Perez + Isaac Collins,Kansas City Royals,Noah Schultz,NO_ODDS,46.25,34.00,67.83,36.46,50.64,0.1728%,0.2383%,37.91%,47.93,C,LOW,HIGH_RISK,Vinnie Pasquantino | Salvador Perez | Isaac Collins
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,3,Vinnie Pasquantino + Salvador Perez + Nick Loftin,Kansas City Royals,Noah Schultz,NO_ODDS,46.27,34.00,67.66,36.65,50.64,0.1728%,0.2383%,37.88%,47.93,C,LOW,HIGH_RISK,Vinnie Pasquantino | Salvador Perez | Nick Loftin
Kansas City Royals @ Chicago White Sox,TEAMMATE_HR_STACK,4,Carter Jensen + Salvador Perez + Maikel Garcia + Isaac Collins,Kansas City Royals,Noah Schultz,NO_ODDS,46.25,34.00,67.84,36.45,50.64,0.0207%,0.0286%,37.91%,47.93,C,LOW,HIGH_RISK,Carter Jensen | Salvador Perez | Maikel Garcia | Isaac Collins
