rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,pitch_type_note,bullpen_attack_score,bullpen_grade,bullpen_quality_score,bullpen_quality_grade,bullpen_fatigue_score,bullpen_fatigue_grade,bullpen_total_pitches_last_3,bullpen_innings_last_3,bullpen_pitchers_used_last_3,bullpen_relievers_20_plus,bullpen_relievers_25_plus,bullpen_relievers_30_plus,bullpen_back_to_back_relievers,bullpen_high_usage_relievers,bullpen_era,bullpen_whip,bullpen_hr_per_9,bullpen_k_per_9,bullpen_note,market_score,power_score,statcast_score,pitcher_score,park_score_model,vegas_score,lineup_score,odds_quality_score,final_score,tier
11,2026-05-13,2026,Josh Naylor,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,567,DraftKings,14.99,33.05,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Josh Naylor"",""player_key"":""josh naylor"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""567"",""book"":""DraftKings"",""consensus_odds"":""508"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+567 | FanDuel:+540 | Caesars:+475 | BetMGM:+380"",""raw_books_seen"":""DraftKings:+567 | FanDuel:+540 | Caesars:+475 | BetMGM:+380 | DraftKings:+567"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,9.3,5.0,MATCH,the_odds_api_totals,82.91,ELITE MATCHUP,Cutter,21.8,100.0,100.0,4-Seam Fastball,100.0,Sinker,100.0,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,230,261,Josh Naylor profiles best against Cutter | Lance McCullers Jr. grades weakest on Sinker,83.61,ATTACK,79.19,ATTACK,89.72,EXHAUSTED,212,12.0,8,4,3,3,0,AJ Blubaugh 67 pitches 2 app | Cody Bolton 50 pitches 1 app | Jayden Murray 60 pitches 2 app,5.61,1.59,1.37,8.97,Opponent bullpen ATTACK | Quality ATTACK | Fatigue EXHAUSTED,100.00,0.00,55.00,80.64,59.00,70.00,50.00,52.00,33.05,LONGSHOT
12,2026-05-13,2026,Dominic Canzone,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,529,DraftKings,15.90,33.05,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Dominic Canzone"",""player_key"":""dominic canzone"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""529"",""book"":""DraftKings"",""consensus_odds"":""523"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+529 | BetMGM:+525 | FanDuel:+520 | Caesars:+500"",""raw_books_seen"":""DraftKings:+529 | BetMGM:+525 | FanDuel:+520 | Caesars:+500 | DraftKings:+529"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,9.3,5.0,MATCH,the_odds_api_totals,65.67,LIVE,Sinker,20.3,68.2,100.0,Split-Finger,100.0,Sinker,100.0,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,143,261,Dominic Canzone profiles best against Sinker | Lance McCullers Jr. grades weakest on Sinker,83.61,ATTACK,79.19,ATTACK,89.72,EXHAUSTED,212,12.0,8,4,3,3,0,AJ Blubaugh 67 pitches 2 app | Cody Bolton 50 pitches 1 app | Jayden Murray 60 pitches 2 app,5.61,1.59,1.37,8.97,Opponent bullpen ATTACK | Quality ATTACK | Fatigue EXHAUSTED,100.00,0.00,55.00,80.64,59.00,70.00,50.00,52.00,33.05,LONGSHOT
13,2026-05-13,2026,Christopher Morel,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Simeon Woods Richardson,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,520,FanDuel,16.13,33.05,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Christopher Morel"",""player_key"":""christopher morel"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""520"",""book"":""FanDuel"",""consensus_odds"":""510"",""trusted_books_count"":""2"",""trusted_books"":""FanDuel:+520 | Caesars:+500"",""raw_books_seen"":""FanDuel:+520 | Caesars:+500 | FanDuel:+520"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,8,39.0,6.92,1.72,6.60,8.22,8.78,4.38,3.69,1.85,93.63,ATTACK,93.63,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals,90.83,ELITE MATCHUP,Slider,27.2,93.0,100.0,Slider,93.0,Slider,100.0,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,104,228,Christopher Morel profiles best against Slider | Simeon Woods Richardson grades weakest on Slider | Direct pitch type overlap,51.48,NEUTRAL,56.08,NEUTRAL,45.12,NORMAL,152,8.0,5,3,2,2,0,Kendry Rojas 60 pitches 1 app | Travis Adams 43 pitches 1 app,4.51,1.36,0.95,7.73,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,100.00,0.00,55.00,93.63,50.00,50.00,50.00,52.00,33.05,LONGSHOT
14,2026-05-13,2026,Luke Raley,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,474,DraftKings,17.42,33.05,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Luke Raley"",""player_key"":""luke raley"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""474"",""book"":""DraftKings"",""consensus_odds"":""448"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+474 | FanDuel:+470 | Caesars:+425 | BetMGM:+425"",""raw_books_seen"":""DraftKings:+474 | FanDuel:+470 | Caesars:+425 | BetMGM:+425 | DraftKings:+474"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,9.3,5.0,MATCH,the_odds_api_totals,71.22,LIVE,Cutter,21.8,88.9,100.0,4-Seam Fastball,100.0,Sinker,100.0,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,118,261,Luke Raley profiles best against Cutter | Lance McCullers Jr. grades weakest on Sinker,83.61,ATTACK,79.19,ATTACK,89.72,EXHAUSTED,212,12.0,8,4,3,3,0,AJ Blubaugh 67 pitches 2 app | Cody Bolton 50 pitches 1 app | Jayden Murray 60 pitches 2 app,5.61,1.59,1.37,8.97,Opponent bullpen ATTACK | Quality ATTACK | Fatigue EXHAUSTED,100.00,0.00,55.00,80.64,59.00,70.00,50.00,52.00,33.05,LONGSHOT
15,2026-05-13,2026,Julio Rodríguez,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,470,FanDuel,17.54,33.05,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Julio Rodríguez"",""player_key"":""julio rodriguez"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""470"",""book"":""FanDuel"",""consensus_odds"":""400"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+470 | DraftKings:+429 | Caesars:+370 | BetMGM:+310"",""raw_books_seen"":""FanDuel:+470 | DraftKings:+429 | Caesars:+370 | BetMGM:+310 | FanDuel:+470"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,9.3,5.0,MATCH,the_odds_api_totals,89.61,ELITE MATCHUP,Changeup,13.0,100.0,100.0,Slider,100.0,Sinker,100.0,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,259,261,Julio Rodríguez profiles best against Changeup | Lance McCullers Jr. grades weakest on Sinker,83.61,ATTACK,79.19,ATTACK,89.72,EXHAUSTED,212,12.0,8,4,3,3,0,AJ Blubaugh 67 pitches 2 app | Cody Bolton 50 pitches 1 app | Jayden Murray 60 pitches 2 app,5.61,1.59,1.37,8.97,Opponent bullpen ATTACK | Quality ATTACK | Fatigue EXHAUSTED,100.00,0.00,55.00,80.64,59.00,70.00,50.00,52.00,33.05,LONGSHOT
16,2026-05-13,2026,Kyle Stowers,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Simeon Woods Richardson,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,400,BetMGM,20.00,33.05,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Kyle Stowers"",""player_key"":""kyle stowers"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""400"",""book"":""BetMGM"",""consensus_odds"":""365"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+400 | Caesars:+370 | FanDuel:+360 | DraftKings:+349"",""raw_books_seen"":""BetMGM:+400 | Caesars:+370 | FanDuel:+360 | DraftKings:+349 | BetMGM:+400"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,8,39.0,6.92,1.72,6.60,8.22,8.78,4.38,3.69,1.85,93.63,ATTACK,93.63,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals,94.28,ELITE MATCHUP,Split-Finger,28.5,100.0,100.0,Split-Finger,100.0,Slider,100.0,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,223,228,Kyle Stowers profiles best against Split-Finger | Simeon Woods Richardson grades weakest on Slider,51.48,NEUTRAL,56.08,NEUTRAL,45.12,NORMAL,152,8.0,5,3,2,2,0,Kendry Rojas 60 pitches 1 app | Travis Adams 43 pitches 1 app,4.51,1.36,0.95,7.73,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,100.00,0.00,55.00,93.63,50.00,50.00,50.00,52.00,33.05,LONGSHOT
17,2026-05-13,2026,Cal Raleigh,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,310,FanDuel,24.39,33.05,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Cal Raleigh"",""player_key"":""cal raleigh"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""310"",""book"":""FanDuel"",""consensus_odds"":""284"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+310 | DraftKings:+288 | Caesars:+280 | BetMGM:+240"",""raw_books_seen"":""FanDuel:+310 | DraftKings:+288 | Caesars:+280 | BetMGM:+240 | FanDuel:+310"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,9.3,5.0,MATCH,the_odds_api_totals,83.72,ELITE MATCHUP,Cutter,21.8,100.0,100.0,Cutter,100.0,Sinker,100.0,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,237,261,Cal Raleigh profiles best against Cutter | Lance McCullers Jr. grades weakest on Sinker,83.61,ATTACK,79.19,ATTACK,89.72,EXHAUSTED,212,12.0,8,4,3,3,0,AJ Blubaugh 67 pitches 2 app | Cody Bolton 50 pitches 1 app | Jayden Murray 60 pitches 2 app,5.61,1.59,1.37,8.97,Opponent bullpen ATTACK | Quality ATTACK | Fatigue EXHAUSTED,100.00,0.00,55.00,80.64,59.00,70.00,50.00,52.00,33.05,LONGSHOT
18,2026-05-13,2026,Keibert Ruiz,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,880,FanDuel,10.20,32.99,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""Keibert Ruiz"",""player_key"":""keibert ruiz"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""880"",""book"":""FanDuel"",""consensus_odds"":""765"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+880 | DraftKings:+830 | Caesars:+700 | BetMGM:+600"",""raw_books_seen"":""FanDuel:+880 | DraftKings:+830 | Caesars:+700 | BetMGM:+600"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals,84.83,ELITE MATCHUP,Sinker,24.4,100.0,100.0,Sinker,100.0,Sinker,100.0,Changeup 32.1% | Sinker 24.4% | 4-Seam Fastball 23.1% | Curveball 20.5%,91,78,Keibert Ruiz profiles best against Sinker | Nick Lodolo grades weakest on Sinker | Direct pitch type overlap,65.24,LIVE,68.81,LIVE,60.31,WATCH,149,8.3,8,3,3,2,0,Sam Moll 30 pitches 2 app,4.65,1.48,1.27,7.72,Opponent bullpen LIVE | Quality LIVE | Fatigue WATCH,100.00,0.00,55.00,77.17,78.00,45.00,50.00,52.00,32.99,LONGSHOT
19,2026-05-13,2026,Daylen Lile,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,820,FanDuel,10.87,32.99,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""Daylen Lile"",""player_key"":""daylen lile"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""820"",""book"":""FanDuel"",""consensus_odds"":""755"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+820 | DraftKings:+810 | Caesars:+700 | BetMGM:+600"",""raw_books_seen"":""FanDuel:+820 | DraftKings:+810 | Caesars:+700 | BetMGM:+600"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals,91.05,ELITE MATCHUP,4-Seam Fastball,23.1,100.0,100.0,4-Seam Fastball,100.0,Sinker,100.0,Changeup 32.1% | Sinker 24.4% | 4-Seam Fastball 23.1% | Curveball 20.5%,247,78,Daylen Lile profiles best against 4-Seam Fastball | Nick Lodolo grades weakest on Sinker,65.24,LIVE,68.81,LIVE,60.31,WATCH,149,8.3,8,3,3,2,0,Sam Moll 30 pitches 2 app,4.65,1.48,1.27,7.72,Opponent bullpen LIVE | Quality LIVE | Fatigue WATCH,100.00,0.00,55.00,77.17,78.00,45.00,50.00,52.00,32.99,LONGSHOT
20,2026-05-13,2026,Brady House,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,680,FanDuel,12.82,32.99,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""Brady House"",""player_key"":""brady house"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""680"",""book"":""FanDuel"",""consensus_odds"":""623"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+680 | DraftKings:+670 | Caesars:+575 | BetMGM:+475"",""raw_books_seen"":""FanDuel:+680 | DraftKings:+670 | Caesars:+575 | BetMGM:+475 | FanDuel:+680"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals,87.01,ELITE MATCHUP,4-Seam Fastball,23.1,100.0,100.0,Sweeper,100.0,Sinker,100.0,Changeup 32.1% | Sinker 24.4% | 4-Seam Fastball 23.1% | Curveball 20.5%,159,78,Brady House profiles best against 4-Seam Fastball | Nick Lodolo grades weakest on Sinker,65.24,LIVE,68.81,LIVE,60.31,WATCH,149,8.3,8,3,3,2,0,Sam Moll 30 pitches 2 app,4.65,1.48,1.27,7.72,Opponent bullpen LIVE | Quality LIVE | Fatigue WATCH,100.00,0.00,55.00,77.17,78.00,45.00,50.00,52.00,32.99,LONGSHOT
21,2026-05-13,2026,Joey Wiemer,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,610,FanDuel,14.08,32.99,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""Joey Wiemer"",""player_key"":""joey wiemer"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""610"",""book"":""FanDuel"",""consensus_odds"":""534"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+610 | DraftKings:+568 | Caesars:+500 | BetMGM:+450"",""raw_books_seen"":""FanDuel:+610 | DraftKings:+568 | Caesars:+500 | BetMGM:+450 | FanDuel:+610"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals,79.86,STRONG,4-Seam Fastball,23.1,100.0,100.0,4-Seam Fastball,100.0,Sinker,100.0,Changeup 32.1% | Sinker 24.4% | 4-Seam Fastball 23.1% | Curveball 20.5%,64,78,Joey Wiemer profiles best against 4-Seam Fastball | Nick Lodolo grades weakest on Sinker,65.24,LIVE,68.81,LIVE,60.31,WATCH,149,8.3,8,3,3,2,0,Sam Moll 30 pitches 2 app,4.65,1.48,1.27,7.72,Opponent bullpen LIVE | Quality LIVE | Fatigue WATCH,100.00,0.00,55.00,77.17,78.00,45.00,50.00,52.00,32.99,LONGSHOT
